No         Predictions            Accuracy [%]
7741       (1 0 3 1 2 1 2)              98.427
7742       (1 0 3 1 1 1 1)              98.427
7743       (1 0 3 1 2 1 2)              98.427
7744       (1 0 2 3 2 1 1)              98.425
7745       (1 0 0 0 2 2 1)              98.426
7746       (1 0 1 2 0 0 1)              98.426
7747       (1 0 1 2 1 1 1)              98.426
7748       (1 0 2 3 2 1 2)              98.426
7749       (1 0 1 2 1 2 0)              98.426
7750       (1 0 2 3 2 1 2)              98.427
7751       (1 0 2 3 2 1 2)              98.427
7752       (1 0 2 3 2 1 2)              98.427
7753       (1 0 0 0 1 2 0)              98.427
7754       (1 0 1 2 1 1 1)              98.427
7755       (1 0 1 2 0 0 1)              98.428
7756       (1 0 2 3 2 1 2)              98.428
7757       (1 0 2 3 2 1 2)              98.428
7758       (1 0 3 1 2 1 2)              98.428
7759       (1 0 3 1 2 1 2)              98.428
7760       (1 0 2 3 2 1 2)              98.429
7761       (1 0 2 3 2 1 2)              98.429
7762       (1 0 2 3 2 1 2)              98.429
7763       (1 0 2 3 2 1 2)              98.429
7764       (1 0 1 2 1 1 1)              98.430
7765       (1 0 1 2 1 1 1)              98.430
7766       (1 0 2 3 1 2 1)              98.430
7767       (1 0 1 2 1 1 1)              98.430
7768       (1 0 3 1 2 1 2)              98.430
7769       (1 0 2 3 1 2 1)              98.431
7770       (1 0 4 1 1 2 1)              98.425
7771       (1 0 1 2 1 1 1)              98.425
7772       (1 0 3 1 2 1 2)              98.426
7773       (1 0 2 3 2 1 2)              98.426
7774       (1 0 3 1 2 1 2)              98.426
7775       (1 0 2 3 2 1 2)              98.426
7776       (1 0 2 3 2 1 2)              98.426
7777       (1 0 2 3 1 2 1)              98.427
7778       (1 0 2 3 2 1 2)              98.427
7779       (1 0 2 3 1 2 1)              98.427
7780       (1 0 2 3 1 2 1)              98.427
7781       (1 0 0 0 1 2 0)              98.427
7782       (1 0 3 1 2 1 2)              98.428
7783       (1 0 2 3 1 1 1)              98.428
7784       (1 0 2 3 2 1 2)              98.428
7785       (1 0 3 1 2 1 2)              98.428
7786       (1 0 3 1 2 1 1)              98.428
7787       (1 0 3 1 2 1 2)              98.429
7788       (1 0 1 2 1 1 1)              98.429
7789       (1 0 1 2 1 1 1)              98.429
7790       (1 0 2 3 2 1 2)              98.429
7791       (1 0 2 3 2 1 2)              98.429
7792       (1 0 1 2 1 1 1)              98.430
7793       (1 0 3 1 2 1 2)              98.430
7794       (1 0 1 2 1 1 1)              98.430
7795       (1 0 1 2 1 1 1)              98.430
7796       (1 0 2 3 2 1 2)              98.430
7797       (1 0 2 3 2 1 1)              98.431
7798       (1 0 3 1 1 1 1)              98.431
7799       (1 0 2 3 2 1 2)              98.431
7800       (1 0 1 2 1 2 1)              98.431
7801       (1 0 1 2 1 1 1)              98.431
7802       (1 0 1 2 1 1 1)              98.432
7803       (1 0 1 2 1 1 1)              98.432
7804       (1 0 3 1 2 1 2)              98.432
7805       (1 0 2 3 2 1 2)              98.432
7806       (1 0 2 3 2 1 2)              98.432
7807       (1 0 3 1 2 1 2)              98.433
7808       (1 0 3 1 2 1 2)              98.433
7809       (1 0 2 3 2 1 2)              98.433
7810       (1 0 3 1 2 1 2)              98.433
7811       (1 0 3 1 2 1 2)              98.433
7812       (1 0 1 2 1 1 1)              98.434
7813       (1 0 0 0 1 2 0)              98.434
7814       (1 0 1 2 1 1 1)              98.430
7815       (1 0 3 1 1 1 1)              98.431
7816       (1 0 1 2 1 1 1)              98.431
7817       (1 0 2 3 2 1 1)              98.429
7818       (1 0 2 3 2 1 2)              98.429
7819       (1 0 2 3 2 1 2)              98.430
7820       (1 0 2 3 1 2 1)              98.430
7821       (1 0 2 3 1 1 1)              98.430
7822       (1 0 1 2 1 1 1)              98.430
7823       (1 0 1 2 1 1 1)              98.430
7824       (1 0 1 2 1 2 0)              98.431
7825       (1 0 2 3 2 1 2)              98.431
7826       (1 0 2 3 1 1 1)              98.431
7827       (1 0 2 3 2 1 2)              98.431
7828       (1 0 2 3 2 1 2)              98.431
7829       (1 0 2 3 1 2 1)              98.432
7830       (1 0 1 2 1 1 1)              98.432
7831       (1 0 2 3 1 1 1)              98.432
7832       (1 0 2 3 2 1 1)              98.432
7833       (1 0 2 3 2 1 2)              98.432
7834       (1 0 3 1 2 1 1)              98.433
7835       (1 0 2 3 1 1 1)              98.433
7836       (1 0 0 0 1 2 0)              98.433
7837       (1 0 3 1 1 1 1)              98.430
7838       (1 0 1 2 1 1 1)              98.430
7839       (1 0 2 3 2 1 2)              98.430
7840       (1 0 1 2 1 1 1)              98.430
7841       (1 0 2 3 2 1 2)              98.430
7842       (1 0 1 2 1 1 1)              98.431
7843       (1 0 2 3 2 1 1)              98.429
7844       (1 0 2 3 2 1 2)              98.429
7845       (1 0 2 3 2 1 2)              98.429
7846       (1 0 2 3 1 2 1)              98.430
7847       (1 0 3 1 2 1 2)              98.430
7848       (1 0 2 3 2 1 2)              98.430
7849       (1 0 2 3 2 1 2)              98.430
7850       (1 0 3 1 1 2 1)              98.430
7851       (1 0 1 2 1 1 1)              98.431
7852       (1 0 2 3 1 1 1)              98.431
7853       (1 0 2 3 2 1 1)              98.431
7854       (1 0 2 3 2 1 2)              98.431
7855       (1 0 2 3 2 1 2)              98.431
7856       (1 0 3 1 2 1 2)              98.432
7857       (1 0 3 1 2 1 2)              98.432
7858       (1 0 2 3 2 1 2)              98.432
7859       (1 0 2 3 2 1 2)              98.432
7860       (1 0 1 2 1 1 1)              98.432
7861       (1 0 2 3 2 1 2)              98.433
7862       (1 0 2 3 2 1 2)              98.433
7863       (1 0 2 3 2 1 2)              98.433
7864       (1 0 2 3 2 1 2)              98.433
7865       (1 0 3 1 2 1 2)              98.432
7866       (1 0 2 3 2 2 1)              98.432
7867       (1 0 1 2 1 1 1)              98.432
7868       (1 0 2 3 2 1 2)              98.432
7869       (1 0 1 2 1 2 1)              98.432
7870       (1 0 1 2 1 1 1)              98.433
7871       (1 0 2 3 2 1 2)              98.433
7872       (1 0 2 3 1 1 1)              98.433
7873       (1 0 1 2 1 1 1)              98.433
7874       (1 0 2 3 2 1 2)              98.433
7875       (1 0 1 2 1 2 0)              98.434
7876       (1 0 3 1 2 1 1)              98.434
7877       (1 0 1 2 1 1 1)              98.434
7878       (1 0 2 3 2 1 2)              98.434
7879       (1 0 1 2 1 1 1)              98.434
7880       (1 0 2 3 2 1 2)              98.435
7881       (1 0 2 1 1 2 1)              98.429
7882       (1 0 2 3 2 1 2)              98.429
7883       (1 0 3 1 2 1 2)              98.426
7884       (1 0 3 1 2 1 2)              98.426
7885       (1 0 2 3 2 1 2)              98.426
7886       (1 0 2 3 2 1 1)              98.427
7887       (1 0 3 1 2 1 2)              98.427
7888       (1 0 2 3 2 1 2)              98.427
7889       (1 0 2 3 2 1 1)              98.425
7890       (1 0 1 2 1 1 1)              98.426
7891       (1 0 2 3 2 1 2)              98.426
7892       (1 0 2 3 2 1 2)              98.426
7893       (1 0 2 3 1 2 1)              98.426
7894       (1 0 2 3 2 1 2)              98.426
7895       (1 0 3 1 2 1 2)              98.427
7896       (1 0 2 3 2 1 2)              98.427
7897       (1 0 2 3 2 1 1)              98.427
7898       (1 0 3 1 2 1 2)              98.427
7899       (1 0 2 3 2 1 2)              98.427
7900       (1 0 1 2 1 1 1)              98.428
7901       (1 0 3 1 2 1 1)              98.428
7902       (1 0 2 3 2 1 1)              98.426
7903       (1 0 1 2 1 1 1)              98.426
7904       (1 0 2 3 2 1 2)              98.427
7905       (1 0 0 0 1 2 0)              98.427
7906       (1 0 2 3 1 2 1)              98.427
7907       (1 0 2 3 2 1 2)              98.427
7908       (1 0 2 3 2 1 2)              98.427
7909       (1 0 3 1 2 1 2)              98.428
7910       (1 0 2 3 2 2 1)              98.428
7911       (1 0 2 3 2 1 2)              98.428
7912       (1 0 3 1 2 1 2)              98.428
7913       (1 0 2 3 2 1 2)              98.428
7914       (1 0 3 1 2 1 2)              98.429
7915       (1 0 1 2 1 1 1)              98.429
7916       (1 0 1 2 1 1 1)              98.429
7917       (1 0 2 3 2 1 2)              98.429
7918       (1 0 2 3 2 1 1)              98.429
7919       (1 0 3 1 2 1 2)              98.430
7920       (1 0 1 2 0 0 1)              98.430
7921       (1 0 1 2 1 1 1)              98.430
7922       (1 0 3 1 2 1 2)              98.430
7923       (1 0 2 3 1 0 2)              98.429
7924       (1 0 2 3 1 1 1)              98.425
7925       (1 0 2 3 2 1 2)              98.425
7926       (1 0 2 3 2 1 2)              98.426
7927       (1 0 2 3 2 1 2)              98.426
7928       (1 0 2 3 1 2 1)              98.426
7929       (1 0 3 1 2 1 2)              98.426
7930       (1 0 2 3 2 1 2)              98.426
7931       (1 0 2 3 2 1 2)              98.427
7932       (1 0 3 1 2 1 2)              98.427
7933       (1 0 1 2 1 1 1)              98.427
7934       (1 0 1 2 1 1 1)              98.427
7935       (1 0 3 1 2 1 2)              98.427
7936       (1 0 2 3 2 1 2)              98.428
7937       (1 0 2 3 2 1 2)              98.428
7938       (1 0 2 3 2 1 2)              98.428
7939       (1 0 3 1 2 1 2)              98.426
7940       (1 0 3 1 2 1 2)              98.425
7941       (1 0 2 3 2 1 2)              98.425
7942       (1 0 2 3 2 1 2)              98.425
7943       (1 0 2 3 1 2 1)              98.425
7944       (1 0 2 3 2 1 2)              98.426
7945       (1 0 2 3 2 1 1)              98.426
7946       (1 0 2 3 2 1 1)              98.426
7947       (1 0 1 2 1 1 1)              98.426
7948       (1 0 1 2 2 2 1)              98.426
7949       (1 0 1 2 1 1 1)              98.427
7950       (1 0 2 3 2 1 2)              98.427
7951       (1 0 2 3 1 0 2)              98.427
7952       (1 0 1 2 1 1 1)              98.427
7953       (1 0 2 3 2 1 2)              98.427
7954       (1 0 2 3 1 1 1)              98.426
7955       (1 0 1 2 1 1 1)              98.426
7956       (1 0 1 2 1 1 1)              98.426
7957       (1 0 0 0 1 2 1)              98.426
7958       (1 0 3 1 2 1 2)              98.427
7959       (1 0 3 1 2 1 2)              98.425
7960       (1 0 3 1 2 1 2)              98.425
7961       (1 0 2 3 2 1 2)              98.425
7962       (1 0 3 1 1 1 1)              98.425
7963       (1 0 2 3 2 1 2)              98.426
7964       (1 0 2 3 2 1 2)              98.426
7965       (1 0 1 2 1 1 1)              98.426
7966       (1 0 2 3 2 1 2)              98.426
7967       (1 0 2 3 2 1 2)              98.426
7968       (1 0 3 1 2 1 2)              98.427
7969       (1 0 3 1 1 1 1)              98.427
7970       (1 0 1 2 1 2 1)              98.425
7971       (1 0 2 3 2 1 2)              98.425
7972       (1 0 2 3 1 1 1)              98.424
7973       (1 0 2 3 2 1 2)              98.424
7974       (1 0 2 3 2 1 2)              98.424
7975       (1 0 1 2 1 1 1)              98.424
7976       (1 0 3 1 2 1 2)              98.425
7977       (1 0 1 2 1 1 1)              98.425
7978       (1 0 3 1 1 2 1)              98.425
7979       (1 0 3 1 2 1 2)              98.425
7980       (1 0 2 3 2 1 2)              98.425
7981       (1 0 1 2 1 1 1)              98.426
7982       (1 0 3 1 2 1 2)              98.426
7983       (1 0 3 1 2 1 1)              98.426
7984       (1 0 3 1 2 1 2)              98.426
7985       (1 0 2 3 2 1 2)              98.426
7986       (1 0 3 1 2 1 2)              98.425
7987       (1 0 1 2 1 1 1)              98.425
7988       (1 0 2 3 2 1 2)              98.425
7989       (1 0 2 3 2 1 2)              98.425
7990       (1 0 1 2 1 1 1)              98.426
7991       (1 0 2 3 1 1 1)              98.426
7992       (1 0 3 1 2 1 2)              98.426
7993       (1 0 2 3 1 2 1)              98.426
7994       (1 0 2 3 2 1 2)              98.426
7995       (1 0 3 1 2 1 2)              98.427
7996       (1 0 2 3 2 1 1)              98.427
7997       (1 0 1 2 1 1 1)              98.427
7998       (1 0 2 3 2 1 2)              98.427
7999       (1 0 3 1 2 1 2)              98.427
8000       (1 0 3 1 0 0 1)              98.422
8001       (1 0 1 2 1 1 1)              98.422
8002       (1 0 2 3 2 1 2)              98.423
8003       (1 0 1 2 1 1 1)              98.423
8004       (1 0 2 3 2 1 2)              98.423
8005       (1 0 2 3 2 1 2)              98.423
8006       (1 0 2 3 2 1 2)              98.423
8007       (1 0 3 1 2 1 2)              98.424
8008       (1 0 2 3 1 2 1)              98.424
8009       (1 0 1 2 1 1 1)              98.424
8010       (1 0 3 1 2 1 2)              98.424
8011       (1 0 2 3 2 1 2)              98.424
8012       (1 0 3 1 2 1 2)              98.425
8013       (1 0 1 2 1 1 1)              98.425
8014       (1 0 1 2 1 2 1)              98.425
8015       (1 0 2 3 1 2 1)              98.425
8016       (1 0 2 3 1 2 1)              98.425
8017       (1 0 1 2 1 2 0)              98.426
8018       (1 0 1 2 1 1 1)              98.426
8019       (1 0 1 1 0 0 1)              98.422
8020       (1 0 2 3 2 1 1)              98.423
8021       (1 0 3 1 2 1 2)              98.421
8022       (1 0 3 1 2 1 2)              98.421
8023       (1 0 3 1 2 1 2)              98.421
8024       (1 0 2 3 2 1 2)              98.422
8025       (1 0 1 2 1 1 1)              98.422
8026       (1 0 1 2 2 2 1)              98.422
8027       (1 0 3 1 2 1 2)              98.422
8028       (1 0 0 0 2 2 1)              98.422
8029       (1 0 3 1 1 0 1)              98.419
8030       (1 0 3 1 2 1 2)              98.419
8031       (1 0 1 2 1 1 1)              98.419
8032       (1 0 1 2 1 1 1)              98.420
8033       (1 0 1 2 1 1 1)              98.420
8034       (1 0 2 3 2 1 2)              98.420
8035       (1 0 2 3 2 1 2)              98.420
8036       (1 0 2 3 2 1 2)              98.420
8037       (1 0 2 3 1 2 1)              98.421
8038       (1 0 2 3 1 1 1)              98.417
8039       (1 0 1 2 1 1 1)              98.417
8040       (1 0 2 3 2 1 2)              98.418
8041       (1 0 3 1 2 1 2)              98.418
8042       (1 0 3 1 2 1 2)              98.418
8043       (1 0 2 3 2 1 2)              98.418
8044       (1 0 2 3 2 1 2)              98.418
8045       (1 0 3 1 2 1 2)              98.419
8046       (1 0 2 3 2 1 2)              98.419
8047       (1 0 3 1 2 1 2)              98.419
8048       (1 0 2 3 2 1 2)              98.419
8049       (1 0 2 3 2 1 1)              98.419
8050       (1 0 3 1 2 1 2)              98.420
8051       (1 0 1 2 1 1 1)              98.420
8052       (1 0 2 3 2 1 2)              98.420
8053       (1 0 2 3 2 1 2)              98.420
8054       (1 0 2 3 2 1 2)              98.420
8055       (1 0 3 1 2 1 2)              98.421
8056       (1 0 2 3 2 1 2)              98.421
8057       (1 0 1 2 1 1 1)              98.421
8058       (1 0 2 3 2 1 2)              98.421
8059       (1 0 1 2 1 1 1)              98.421
8060       (1 0 3 1 2 1 2)              98.420
8061       (1 0 1 2 1 1 1)              98.420
8062       (1 0 2 3 2 1 2)              98.420
8063       (1 0 2 3 1 2 1)              98.420
8064       (1 0 3 1 2 1 2)              98.421
8065       (1 0 2 3 2 1 2)              98.421
8066       (1 0 0 0 1 2 0)              98.421
8067       (1 0 1 2 1 1 1)              98.421
8068       (1 0 2 3 1 2 1)              98.421
8069       (1 0 1 2 1 1 1)              98.422
8070       (1 0 2 3 2 1 2)              98.422
8071       (1 0 2 3 2 1 2)              98.422
8072       (1 0 2 3 2 1 2)              98.422
8073       (1 0 2 3 2 1 2)              98.422
8074       (1 0 1 2 1 1 1)              98.423
8075       (1 0 3 1 2 1 1)              98.423
8076       (1 0 2 3 1 2 1)              98.423
8077       (1 0 3 1 2 1 2)              98.421
8078       (1 0 1 2 1 1 1)              98.422
8079       (1 0 3 1 2 1 2)              98.422
8080       (1 0 3 1 2 1 2)              98.422
8081       (1 0 1 2 1 1 1)              98.422
8082       (1 0 2 3 1 2 1)              98.422
8083       (1 0 2 3 2 1 2)              98.423
8084       (1 0 3 1 1 1 1)              98.423
8085       (1 0 2 3 2 1 2)              98.423
8086       (1 0 2 3 2 1 2)              98.423
8087       (1 0 2 3 2 1 2)              98.423
8088       (1 0 2 3 2 1 2)              98.424
8089       (1 0 2 3 2 1 2)              98.424
8090       (1 0 2 3 2 1 2)              98.424
8091       (1 0 1 2 1 1 1)              98.424
8092       (1 0 1 2 1 1 1)              98.424
8093       (1 0 2 3 2 2 1)              98.424
8094       (1 0 2 3 2 1 2)              98.425
8095       (1 0 1 2 1 1 1)              98.425
8096       (1 0 2 3 1 2 1)              98.425
8097       (1 0 2 3 1 0 1)              98.424
8098       (1 0 2 3 2 1 2)              98.424
8099       (1 0 3 1 2 1 2)              98.424
8100       (1 0 2 3 2 1 2)              98.424
8101       (1 0 3 1 2 1 2)              98.424
8102       (1 0 3 1 2 1 1)              98.424
8103       (1 0 3 1 2 1 1)              98.425
8104       (1 0 2 3 2 1 2)              98.425
8105       (1 0 2 3 2 1 2)              98.425
8106       (1 0 2 3 2 1 2)              98.425
8107       (1 0 2 3 2 1 2)              98.425
8108       (1 0 2 3 2 1 2)              98.426
8109       (1 0 3 1 2 1 2)              98.426
8110       (1 0 2 3 2 1 2)              98.426
8111       (1 0 2 3 1 1 1)              98.426
8112       (1 0 2 3 2 1 2)              98.426
8113       (1 0 1 2 1 2 1)              98.425
8114       (1 0 2 3 1 2 1)              98.425
8115       (1 0 3 1 2 1 2)              98.425
8116       (1 0 3 1 2 1 2)              98.424
8117       (1 0 2 3 2 1 1)              98.424
8118       (1 0 2 3 1 1 1)              98.424
8119       (1 0 2 3 2 1 1)              98.424
8120       (1 0 3 1 2 1 2)              98.424
8121       (1 0 2 3 1 1 1)              98.421
8122       (1 0 3 1 2 1 1)              98.421
8123       (1 0 3 1 2 1 2)              98.422
8124       (1 0 3 1 2 1 2)              98.422
8125       (1 0 1 2 1 1 1)              98.422
8126       (1 0 2 3 2 1 2)              98.422
8127       (1 0 2 3 2 1 2)              98.422
8128       (1 0 2 3 2 1 1)              98.422
8129       (1 0 3 1 2 1 1)              98.423
8130       (1 0 3 1 2 1 1)              98.423
8131       (1 0 3 1 2 1 2)              98.423
8132       (1 0 2 3 2 1 2)              98.423
8133       (1 0 2 3 2 1 2)              98.423
8134       (1 0 2 3 1 2 1)              98.424
8135       (1 0 2 3 2 1 2)              98.424
8136       (1 0 2 3 2 1 2)              98.424
8137       (1 0 2 3 2 1 2)              98.424
8138       (1 0 2 3 2 1 2)              98.424
8139       (1 0 1 2 1 1 1)              98.425
8140       (1 0 2 3 1 1 0)              98.423
8141       (1 0 2 3 2 1 1)              98.423
8142       (1 0 3 1 2 1 2)              98.423
8143       (1 0 3 1 2 1 2)              98.422
8144       (1 0 2 3 2 1 2)              98.422
8145       (1 0 0 0 1 2 0)              98.422
8146       (1 0 2 3 2 1 2)              98.422
8147       (1 0 3 1 2 1 2)              98.423
8148       (1 0 1 2 1 1 1)              98.423
8149       (1 0 2 3 1 2 1)              98.423
8150       (1 0 2 3 1 1 1)              98.423
8151       (1 0 1 2 1 1 1)              98.423
8152       (1 0 1 2 1 1 1)              98.424
8153       (1 0 2 3 2 1 2)              98.424
8154       (1 0 2 3 2 1 2)              98.424
8155       (1 0 2 3 2 1 2)              98.424
8156       (1 0 2 3 2 1 2)              98.424
8157       (1 0 2 3 1 2 1)              98.425
8158       (1 0 2 3 2 1 2)              98.425
8159       (1 0 3 1 2 1 2)              98.425
8160       (1 0 2 3 1 2 1)              98.425
8161       (1 0 2 3 2 1 1)              98.425
8162       (1 0 2 3 1 1 1)              98.422
8163       (1 0 2 3 2 1 2)              98.422
8164       (1 0 3 1 2 1 2)              98.421
8165       (1 0 2 3 2 1 2)              98.421
8166       (1 0 3 1 2 1 2)              98.421
8167       (1 0 2 3 2 1 2)              98.421
8168       (1 0 1 2 1 1 1)              98.421
8169       (1 0 1 2 1 1 1)              98.422
8170       (1 0 1 2 1 1 1)              98.422
8171       (1 0 2 3 2 1 2)              98.422
8172       (1 0 1 2 1 1 1)              98.422
8173       (1 0 2 3 2 1 2)              98.422
8174       (1 0 3 1 2 1 2)              98.423
8175       (1 0 1 2 1 1 1)              98.423
8176       (1 0 2 3 2 1 2)              98.423
8177       (1 0 3 1 1 1 1)              98.423
8178       (1 0 1 2 1 1 1)              98.423
8179       (1 0 2 3 2 1 2)              98.424
8180       (1 0 3 1 2 1 2)              98.424
8181       (1 0 2 3 1 1 1)              98.424
8182       (1 0 3 1 2 1 2)              98.424
8183       (1 0 1 2 1 2 1)              98.423
8184       (1 0 3 1 2 1 2)              98.423
8185       (1 0 3 1 2 1 2)              98.423
8186       (1 0 3 1 2 1 2)              98.423
8187       (1 0 2 3 2 1 2)              98.423
8188       (1 0 1 2 1 1 1)              98.424
8189       (1 0 2 3 2 1 2)              98.424
8190       (1 0 2 3 2 1 2)              98.424
8191       (1 0 2 3 2 1 2)              98.422
8192       (1 0 2 3 1 1 1)              98.423
8193       (1 0 0 0 2 2 1)              98.423
8194       (1 0 3 1 2 1 2)              98.423
8195       (1 0 1 2 1 1 1)              98.423
8196       (1 0 3 1 2 1 2)              98.423
8197       (1 0 2 3 2 1 2)              98.424
8198       (1 0 1 2 1 1 1)              98.424
8199       (1 0 0 0 2 2 1)              98.424
8200       (1 0 0 0 0 0 0)              98.421
8201       (1 0 1 2 1 1 1)              98.421
8202       (1 0 2 3 2 1 2)              98.421
8203       (1 0 1 2 0 0 1)              98.421
8204       (1 0 0 0 1 2 1)              98.421
8205       (1 0 1 2 0 2 1)              98.415
8206       (1 0 1 2 0 0 1)              98.415
8207       (1 0 2 3 2 1 2)              98.415
8208       (1 0 1 2 1 1 1)              98.415
8209       (1 0 2 3 2 1 2)              98.415
8210       (1 0 2 3 2 1 2)              98.416
8211       (1 0 2 3 2 1 2)              98.416
8212       (1 0 2 3 2 1 2)              98.416
8213       (1 0 3 1 2 1 2)              98.416
8214       (1 0 2 3 2 1 2)              98.416
8215       (1 0 1 2 1 1 1)              98.417
8216       (1 0 1 2 1 2 1)              98.417
8217       (1 0 3 1 2 1 2)              98.417
8218       (1 0 0 0 1 2 0)              98.417
8219       (1 0 3 1 1 1 1)              98.417
8220       (1 0 2 3 2 1 1)              98.416
8221       (1 0 3 1 2 1 2)              98.416
8222       (1 0 3 1 2 1 2)              98.414
8223       (1 0 2 3 2 1 2)              98.415
8224       (1 0 2 3 2 1 2)              98.415
8225       (1 0 2 3 2 1 2)              98.415
8226       (1 0 1 2 1 1 1)              98.415
8227       (1 0 0 0 1 2 1)              98.415
8228       (1 0 2 3 2 1 2)              98.416
8229       (1 0 3 1 2 1 2)              98.416
8230       (1 0 2 3 2 1 1)              98.416
8231       (1 0 2 3 2 1 1)              98.416
8232       (1 0 3 1 1 1 1)              98.415
8233       (1 0 2 3 1 2 1)              98.413
8234       (1 0 2 3 1 2 1)              98.413
8235       (1 0 3 1 2 1 2)              98.412
8236       (1 0 2 3 2 1 2)              98.412
8237       (1 0 3 1 2 1 2)              98.412
8238       (1 0 2 3 2 1 2)              98.412
8239       (1 0 2 3 2 1 2)              98.413
8240       (1 0 3 1 2 1 2)              98.413
8241       (1 0 1 2 1 1 1)              98.413
8242       (1 0 2 3 1 2 0)              98.413
8243       (1 0 2 3 2 1 2)              98.413
8244       (1 0 3 1 2 1 2)              98.413
8245       (1 0 3 1 2 1 2)              98.412
8246       (1 0 1 2 1 1 1)              98.412
8247       (1 0 2 3 2 1 1)              98.412
8248       (1 0 2 0 0 0 0)              98.411
8249       (1 0 3 1 1 2 1)              98.411
8250       (1 0 1 2 1 1 1)              98.411
8251       (1 0 1 2 1 1 1)              98.411
8252       (1 0 2 3 2 1 2)              98.412
8253       (1 0 2 3 2 1 2)              98.412
8254       (1 0 2 3 2 1 2)              98.412
8255       (1 0 1 2 1 1 1)              98.412
8256       (1 0 2 3 2 1 2)              98.412
8257       (1 0 2 3 2 1 2)              98.413
8258       (1 0 3 1 2 1 2)              98.411
8259       (1 0 1 2 1 1 1)              98.411
8260       (1 0 2 3 1 1 1)              98.408
8261       (1 0 2 3 2 1 1)              98.408
8262       (1 0 2 3 1 2 1)              98.408
8263       (1 0 1 2 1 1 1)              98.408
8264       (1 0 3 1 2 1 2)              98.409
8265       (1 0 2 3 2 1 2)              98.409
8266       (1 0 2 3 2 1 2)              98.406
8267       (1 0 1 2 1 1 1)              98.406
8268       (1 0 3 1 2 1 1)              98.406
8269       (1 0 1 2 1 1 1)              98.406
8270       (1 0 3 1 1 1 1)              98.406
8271       (1 0 3 1 1 1 1)              98.407
8272       (1 0 3 1 2 1 2)              98.407
8273       (1 0 1 2 1 2 1)              98.405
8274       (1 0 2 3 2 1 2)              98.405
8275       (1 0 2 3 2 1 2)              98.406
8276       (1 0 2 3 2 1 2)              98.406
8277       (1 0 2 3 1 2 1)              98.406
8278       (1 0 2 3 2 1 2)              98.406
8279       (1 0 2 3 2 1 2)              98.406
8280       (1 0 3 1 2 1 2)              98.407
8281       (1 0 2 3 2 1 2)              98.407
8282       (1 0 3 1 2 1 1)              98.407
8283       (1 0 2 3 2 1 2)              98.407
8284       (1 0 2 3 1 2 1)              98.407
8285       (1 0 3 1 2 1 2)              98.408
8286       (1 0 1 2 1 1 1)              98.408
8287       (1 0 1 2 1 1 1)              98.408
8288       (1 0 1 2 1 1 1)              98.408
8289       (1 0 3 1 2 1 2)              98.408
8290       (1 0 1 2 1 1 1)              98.408
8291       (1 0 2 3 1 2 1)              98.409
8292       (1 0 2 3 2 1 2)              98.409
8293       (1 0 2 3 2 1 1)              98.409
8294       (1 0 2 3 2 1 2)              98.409
8295       (1 0 2 3 1 2 1)              98.408
8296       (1 0 3 1 1 1 1)              98.408
8297       (1 0 1 2 0 0 1)              98.408
8298       (1 0 1 2 1 1 1)              98.408
8299       (1 0 2 3 2 1 2)              98.408
8300       (1 0 1 2 1 2 1)              98.409
8301       (1 0 1 2 1 1 1)              98.409
8302       (1 0 2 3 2 1 2)              98.409
8303       (1 0 2 3 2 1 2)              98.409
8304       (1 0 1 2 1 2 1)              98.408
8305       (1 0 2 3 2 1 2)              98.408
8306       (1 0 1 2 1 1 1)              98.408
8307       (1 0 1 2 1 1 1)              98.408
8308       (1 0 1 2 1 1 1)              98.408
8309       (1 0 3 1 2 1 2)              98.409
8310       (1 0 2 3 1 2 1)              98.409
8311       (1 0 2 3 2 1 2)              98.409
8312       (1 0 2 3 1 2 1)              98.409
8313       (1 0 3 1 2 1 2)              98.409
8314       (1 0 2 3 2 1 2)              98.410
8315       (1 0 3 1 2 1 2)              98.410
8316       (1 0 2 3 2 1 2)              98.410
8317       (1 0 2 3 2 1 2)              98.410
8318       (1 0 2 3 2 1 2)              98.410
8319       (1 0 3 1 2 1 2)              98.411
8320       (1 0 1 2 1 1 1)              98.411
8321       (1 0 2 3 2 1 2)              98.411
8322       (1 0 2 3 1 2 1)              98.411
8323       (1 0 3 6 0 0 1)              98.410
8324       (1 0 2 3 2 1 2)              98.410
8325       (1 0 3 1 2 1 2)              98.410
8326       (1 0 3 1 2 1 1)              98.410
8327       (1 0 1 0 0 0 0)              98.405
8328       (1 0 1 1 0 0 1)              98.404
8329       (1 0 1 2 1 1 1)              98.404
8330       (1 0 2 3 2 1 1)              98.404
8331       (1 0 3 1 2 1 1)              98.404
8332       (1 0 1 2 1 1 1)              98.404
8333       (1 0 3 1 2 1 2)              98.405
8334       (1 0 2 3 1 2 1)              98.405
8335       (1 0 2 3 2 1 2)              98.405
8336       (1 0 2 3 2 1 2)              98.405
8337       (1 0 2 3 2 1 2)              98.405
8338       (1 0 2 3 2 1 2)              98.406
8339       (1 0 2 3 1 1 1)              98.402
8340       (1 0 3 1 2 1 2)              98.403
8341       (1 0 3 1 2 1 1)              98.403
8342       (1 0 2 3 2 1 2)              98.403
8343       (1 0 3 1 2 1 2)              98.403
8344       (1 0 2 3 1 1 1)              98.403
8345       (1 0 2 3 2 1 2)              98.404
8346       (1 0 2 3 2 1 2)              98.404
8347       (1 0 1 2 1 1 1)              98.404
8348       (1 0 3 1 2 1 2)              98.404
