No         Predictions            Accuracy [%]
8055       (1 0 3 1 2 1 2)              87.779
8056       (1 0 2 3 2 1 2)              87.780
8057       (1 0 1 2 1 1 1)              87.782
8058       (1 0 2 3 2 1 2)              87.783
8059       (1 0 1 2 1 1 1)              87.785
8060       (1 0 3 1 2 1 2)              87.785
8061       (1 0 3 1 2 1 2)              87.779
8062       (1 0 3 1 2 1 2)              87.777
8063       (1 0 1 2 1 1 1)              87.773
8064       (1 0 3 1 2 1 2)              87.775
8065       (1 0 3 1 2 1 2)              87.773
8066       (1 0 0 0 1 2 0)              87.774
8067       (1 0 1 2 1 2 1)              87.774
8068       (0 0 2 3 1 1 1)              87.772
8069       (1 0 1 2 1 1 1)              87.773
8070       (1 0 2 3 2 1 2)              87.775
8071       (1 0 2 3 2 1 2)              87.776
8072       (1 0 2 3 2 1 2)              87.778
8073       (1 0 2 3 2 1 2)              87.779
8074       (0 0 4 5 2 2 1)              87.772
8075       (1 0 3 1 2 1 2)              87.772
8076       (1 0 2 3 1 2 1)              87.773
8077       (1 0 3 1 2 1 2)              87.773
8078       (1 0 1 2 1 1 1)              87.775
8079       (1 0 3 1 2 1 2)              87.776
8080       (1 0 3 1 2 1 2)              87.778
8081       (1 0 2 3 1 2 1)              87.774
8082       (1 0 2 3 1 2 1)              87.775
8083       (1 0 2 3 2 1 2)              87.777
8084       (1 0 2 3 2 1 2)              87.771
8085       (1 0 2 3 2 1 2)              87.773
8086       (1 0 2 3 2 1 2)              87.774
8087       (1 0 3 1 2 1 2)              87.772
8088       (1 0 3 1 2 1 2)              87.770
8089       (1 0 2 3 2 1 2)              87.772
8090       (1 0 2 3 2 1 2)              87.773
8091       (1 0 1 2 1 1 1)              87.775
8092       (1 0 1 2 1 1 1)              87.776
8093       (0 0 2 3 1 2 1)              87.774
8094       (1 0 2 3 2 1 2)              87.776
8095       (1 0 1 2 1 1 1)              87.777
8096       (1 0 2 3 1 2 1)              87.779
8097       (1 0 1 2 1 1 1)              87.777
8098       (1 0 2 3 2 1 2)              87.778
8099       (1 0 3 1 2 1 2)              87.780
8100       (1 0 2 3 2 1 2)              87.781
8101       (1 0 3 1 2 1 2)              87.783
8102       (1 0 3 1 2 1 2)              87.783
8103       (1 0 3 1 2 1 2)              87.782
8104       (1 0 2 3 2 1 2)              87.784
8105       (1 0 2 3 2 1 2)              87.785
8106       (1 0 2 3 2 1 2)              87.787
8107       (1 0 2 3 2 1 2)              87.788
8108       (1 0 2 3 2 1 2)              87.790
8109       (1 0 3 1 2 1 2)              87.791
8110       (1 0 2 3 2 1 2)              87.793
8111       (1 0 2 3 1 2 1)              87.793
8112       (1 0 3 1 2 1 2)              87.791
8113       (0 0 2 3 2 2 0)              87.782
8114       (1 0 3 1 2 1 2)              87.774
8115       (1 0 3 1 2 1 2)              87.776
8116       (1 0 2 3 2 1 1)              87.774
8117       (1 0 2 3 2 1 2)              87.774
8118       (1 0 2 3 1 1 1)              87.775
8119       (1 0 2 3 2 1 2)              87.775
8120       (1 0 2 3 2 1 2)              87.773
8121       (1 0 3 1 2 1 2)              87.771
8122       (1 0 3 1 2 1 2)              87.770
8123       (1 0 3 1 2 1 2)              87.772
8124       (1 0 3 1 2 1 2)              87.773
8125       (1 0 1 2 1 1 1)              87.775
8126       (1 0 2 3 2 1 2)              87.777
8127       (1 0 2 3 2 1 2)              87.778
8128       (1 0 2 3 2 1 2)              87.778
8129       (1 0 3 1 2 1 2)              87.778
8130       (1 0 2 3 2 1 2)              87.774
8131       (1 0 2 3 2 1 2)              87.772
8132       (1 0 2 3 2 1 2)              87.773
8133       (1 0 2 3 2 1 2)              87.775
8134       (1 0 2 3 1 2 1)              87.776
8135       (1 0 2 3 2 1 2)              87.778
8136       (1 0 2 3 2 1 2)              87.779
8137       (1 0 2 3 2 1 2)              87.781
8138       (1 0 2 3 2 1 2)              87.782
8139       (1 0 1 2 1 1 1)              87.784
8140       (1 0 1 2 1 1 1)              87.778
8141       (1 0 3 1 2 1 2)              87.774
8142       (1 0 3 1 2 1 2)              87.776
8143       (1 0 3 1 2 1 2)              87.776
8144       (1 0 2 3 2 1 2)              87.777
8145       (1 0 2 3 2 1 2)              87.770
8146       (1 0 2 3 2 1 2)              87.771
8147       (1 0 3 1 2 1 2)              87.773
8148       (1 0 1 2 1 1 1)              87.774
8149       (1 0 3 1 2 1 2)              87.767
8150       (1 0 2 3 2 1 2)              87.765
8151       (1 0 1 2 1 1 1)              87.767
8152       (0 0 1 2 1 1 1)              87.766
8153       (1 0 2 3 2 1 2)              87.768
8154       (1 0 2 3 2 1 2)              87.769
8155       (1 0 2 3 2 1 2)              87.771
8156       (1 0 2 3 2 1 2)              87.772
8157       (1 0 2 3 1 2 1)              87.774
8158       (1 0 2 3 2 1 2)              87.775
8159       (1 0 3 1 2 1 2)              87.777
8160       (1 0 2 3 2 1 2)              87.773
8161       (1 0 2 3 2 1 2)              87.773
8162       (1 0 2 3 2 1 1)              87.773
8163       (1 0 2 3 2 1 2)              87.774
8164       (1 0 3 1 2 1 2)              87.774
8165       (1 0 2 3 2 1 2)              87.775
8166       (1 0 2 3 2 1 2)              87.773
8167       (1 0 2 3 2 1 2)              87.775
8168       (1 0 1 2 1 1 1)              87.776
8169       (1 0 1 2 1 2 1)              87.776
8170       (1 0 1 2 1 1 1)              87.778
8171       (1 0 2 3 2 1 2)              87.779
8172       (1 0 1 2 1 2 1)              87.779
8173       (1 0 2 3 2 1 2)              87.780
8174       (1 0 3 1 2 1 2)              87.782
8175       (1 0 1 2 1 1 1)              87.783
8176       (1 0 3 1 2 1 2)              87.781
8177       (1 0 3 1 1 1 1)              87.783
8178       (1 0 1 2 1 1 1)              87.784
8179       (1 0 2 3 2 1 2)              87.786
8180       (1 0 3 1 2 1 2)              87.787
8181       (1 0 3 1 2 1 2)              87.782
8182       (1 0 3 1 2 1 2)              87.783
8183       (1 0 1 2 1 2 1)              87.783
8184       (1 0 3 1 2 1 2)              87.785
8185       (1 0 3 1 2 1 2)              87.786
8186       (1 0 2 3 2 1 2)              87.784
8187       (1 0 2 3 2 1 2)              87.786
8188       (1 0 3 1 2 1 2)              87.780
8189       (1 0 2 3 2 1 2)              87.782
8190       (1 0 2 3 2 1 2)              87.783
8191       (1 0 2 3 2 1 1)              87.785
8192       (1 0 2 3 1 1 1)              87.786
8193       (1 0 0 0 2 2 1)              87.788
8194       (1 0 3 1 2 1 2)              87.789
8195       (1 0 1 2 1 1 1)              87.791
8196       (1 0 2 3 2 1 2)              87.789
8197       (1 0 2 3 2 1 2)              87.790
8198       (1 0 3 1 2 1 2)              87.785
8199       (1 0 0 0 2 2 1)              87.786
8200       (1 0 0 0 0 1 1)              87.786
8201       (1 0 1 2 1 1 1)              87.787
8202       (1 0 2 3 2 1 2)              87.789
8203       (1 0 1 2 1 2 1)              87.787
8204       (1 0 2 3 2 1 2)              87.780
8205       (0 1 4 6 0 0 1)              87.772
8206       (1 0 1 2 0 0 1)              87.774
8207       (1 0 2 3 2 1 2)              87.775
8208       (1 0 1 2 1 1 1)              87.777
8209       (1 0 2 3 2 1 2)              87.778
8210       (1 0 2 3 2 1 2)              87.780
8211       (1 0 2 3 2 1 2)              87.781
8212       (1 0 2 3 2 1 2)              87.783
8213       (1 0 3 1 2 1 2)              87.784
8214       (1 0 3 1 2 1 2)              87.782
8215       (1 0 3 1 2 1 2)              87.777
8216       (1 0 1 2 1 2 1)              87.778
8217       (1 0 3 1 2 1 2)              87.780
8218       (1 0 3 1 2 1 2)              87.773
8219       (1 0 1 2 1 1 1)              87.771
8220       (1 0 2 3 2 1 2)              87.772
8221       (1 0 3 1 2 1 2)              87.774
8222       (1 0 3 1 2 1 2)              87.773
8223       (1 0 2 3 2 1 2)              87.775
8224       (1 0 2 3 2 1 2)              87.776
8225       (1 0 2 3 2 1 2)              87.778
8226       (1 0 2 3 2 1 1)              87.774
8227       (1 0 2 3 2 1 2)              87.767
8228       (1 0 2 3 2 1 2)              87.768
8229       (1 0 3 1 2 1 2)              87.770
8230       (1 0 3 1 2 1 2)              87.766
8231       (1 0 2 3 2 1 2)              87.766
8232       (1 0 3 1 2 1 2)              87.766
8233       (1 0 1 2 1 1 1)              87.760
8234       (1 0 1 2 1 2 1)              87.758
8235       (1 0 3 1 2 1 2)              87.758
8236       (1 0 2 3 2 1 2)              87.759
8237       (1 0 3 1 2 1 2)              87.761
8238       (1 0 2 3 2 1 2)              87.762
8239       (1 0 3 1 2 1 2)              87.760
8240       (1 0 3 1 2 1 2)              87.762
8241       (1 0 1 2 1 1 1)              87.763
8242       (1 0 1 2 1 2 1)              87.760
8243       (1 0 2 3 2 1 2)              87.761
8244       (1 0 3 1 2 1 2)              87.763
8245       (1 0 3 1 2 1 2)              87.762
8246       (0 0 4 3 2 1 1)              87.757
8247       (1 0 2 3 2 1 2)              87.757
8248       (1 0 1 2 1 2 1)              87.749
8249       (0 0 4 6 0 0 1)              87.742
8250       (1 0 1 2 1 1 1)              87.744
8251       (1 0 3 1 2 1 2)              87.738
8252       (1 0 2 3 2 1 2)              87.740
8253       (1 0 2 3 2 1 2)              87.741
8254       (1 0 3 1 2 1 2)              87.739
8255       (1 0 1 2 1 1 1)              87.741
8256       (1 0 2 3 2 1 2)              87.742
8257       (1 0 2 3 2 1 2)              87.744
8258       (1 0 3 1 2 1 2)              87.743
8259       (1 0 1 2 1 1 1)              87.745
8260       (1 0 2 3 2 1 2)              87.746
8261       (1 0 2 3 2 1 2)              87.746
8262       (0 0 1 2 1 1 1)              87.741
8263       (1 0 1 2 1 1 1)              87.742
8264       (1 0 3 1 2 1 2)              87.744
8265       (1 0 2 3 2 1 2)              87.745
8266       (1 0 2 3 2 1 1)              87.745
8267       (1 0 1 2 1 2 1)              87.745
8268       (1 0 2 3 2 1 2)              87.741
8269       (0 0 1 2 1 1 1)              87.741
8270       (1 0 3 1 2 1 2)              87.739
8271       (1 0 3 1 2 1 2)              87.737
8272       (1 0 3 1 2 1 2)              87.738
8273       (0 0 4 6 1 2 1)              87.733
8274       (1 0 2 3 2 1 2)              87.734
8275       (1 0 2 3 2 1 2)              87.736
8276       (1 0 2 3 2 1 2)              87.737
8277       (1 0 2 3 1 2 1)              87.739
8278       (1 0 2 3 2 1 2)              87.740
8279       (1 0 2 3 2 1 2)              87.742
8280       (1 0 3 1 2 1 2)              87.743
8281       (1 0 2 3 2 1 2)              87.745
8282       (1 0 3 1 2 1 2)              87.744
8283       (1 0 3 1 2 1 2)              87.743
8284       (1 0 2 3 2 1 2)              87.739
8285       (1 0 3 1 1 1 1)              87.737
8286       (1 0 1 2 1 1 1)              87.738
8287       (0 0 2 3 1 2 1)              87.733
8288       (0 0 1 2 2 2 1)              87.729
8289       (1 0 3 1 2 1 2)              87.731
8290       (1 0 1 2 1 1 1)              87.732
8291       (1 0 1 2 1 2 1)              87.730
8292       (1 0 2 3 2 1 2)              87.732
8293       (1 0 2 3 2 1 2)              87.731
8294       (1 0 2 3 2 1 2)              87.733
8295       (1 0 1 2 1 2 1)              87.729
8296       (1 0 3 1 1 1 1)              87.731
8297       (0 1 4 6 0 0 1)              87.725
8298       (0 0 1 2 1 1 1)              87.725
8299       (1 0 2 3 2 1 2)              87.727
8300       (1 0 1 2 1 2 1)              87.728
8301       (1 0 1 2 1 1 1)              87.729
8302       (1 0 2 3 2 1 2)              87.731
8303       (1 0 2 3 2 1 2)              87.732
8304       (1 0 1 2 1 1 1)              87.734
8305       (1 0 2 3 2 1 2)              87.735
8306       (1 0 1 2 1 1 1)              87.737
8307       (1 0 3 1 2 1 2)              87.731
8308       (0 0 2 3 2 0 2)              87.723
8309       (1 0 2 3 2 1 2)              87.721
8310       (1 0 1 2 1 2 1)              87.719
8311       (1 0 2 3 2 1 2)              87.720
8312       (1 0 2 3 2 1 2)              87.716
8313       (1 0 3 1 2 1 2)              87.718
8314       (1 0 2 3 2 1 2)              87.719
8315       (1 0 3 1 2 1 2)              87.721
8316       (1 0 3 1 2 1 2)              87.719
8317       (1 0 3 1 2 1 2)              87.717
8318       (1 0 2 3 2 1 2)              87.718
8319       (1 0 2 3 2 1 2)              87.716
8320       (1 0 1 2 1 1 1)              87.718
8321       (1 0 2 3 2 1 2)              87.719
8322       (1 0 2 3 1 2 1)              87.721
8323       (0 0 4 6 0 0 1)              87.717
8324       (1 0 2 3 2 1 2)              87.719
8325       (1 0 2 3 2 1 2)              87.717
8326       (1 0 3 1 2 1 2)              87.717
8327       (0 0 0 4 0 1 0)              87.709
8328       (0 0 4 6 0 0 1)              87.706
8329       (0 0 4 3 2 1 1)              87.700
8330       (1 0 2 3 2 1 2)              87.700
8331       (1 0 3 1 2 1 2)              87.700
8332       (1 0 1 2 1 1 1)              87.701
8333       (1 0 3 1 2 1 2)              87.703
8334       (1 0 3 1 2 1 2)              87.696
8335       (1 0 2 3 2 1 2)              87.697
8336       (1 0 2 3 2 1 2)              87.699
8337       (1 0 2 3 2 1 2)              87.700
8338       (1 0 2 3 2 1 2)              87.702
8339       (0 0 1 2 0 0 1)              87.695
8340       (1 0 3 1 2 1 2)              87.696
8341       (1 0 3 1 2 1 2)              87.696
8342       (1 0 2 3 2 1 2)              87.697
8343       (1 0 3 1 2 1 2)              87.699
8344       (1 0 2 3 2 1 2)              87.697
8345       (1 0 2 3 2 1 2)              87.698
8346       (1 0 2 3 2 1 2)              87.700
8347       (1 0 1 2 1 1 1)              87.701
8348       (1 0 3 1 2 1 2)              87.703
8349       (1 0 2 3 2 1 2)              87.704
8350       (1 0 3 1 2 1 2)              87.706
8351       (1 0 2 3 2 1 2)              87.705
8352       (1 0 2 3 2 1 2)              87.707
8353       (1 0 1 2 1 1 1)              87.708
8354       (1 0 2 3 2 1 2)              87.710
8355       (1 0 1 2 1 1 1)              87.711
8356       (1 0 3 1 2 1 2)              87.706
8357       (1 0 1 2 1 2 1)              87.706
8358       (1 0 2 3 2 1 2)              87.704
8359       (1 0 2 3 2 1 2)              87.705
8360       (1 0 2 3 2 1 2)              87.707
8361       (1 0 2 3 2 1 2)              87.705
8362       (1 0 2 3 2 1 2)              87.701
8363       (1 0 2 3 2 1 2)              87.703
8364       (1 0 1 2 1 1 1)              87.704
8365       (1 0 2 3 2 1 2)              87.700
8366       (1 0 3 1 2 1 2)              87.695
8367       (1 0 2 3 1 2 1)              87.696
8368       (1 0 2 3 2 1 2)              87.698
8369       (1 0 1 2 1 1 1)              87.699
8370       (1 0 3 1 2 1 2)              87.692
8371       (1 0 3 1 2 1 2)              87.694
8372       (1 0 1 2 1 1 1)              87.695
8373       (1 0 1 2 1 2 1)              87.692
8374       (1 0 3 1 2 1 2)              87.693
8375       (1 0 2 3 2 1 2)              87.695
8376       (1 0 3 1 2 1 2)              87.687
8377       (1 0 3 1 2 1 2)              87.687
8378       (1 0 3 1 2 1 2)              87.687
8379       (1 0 2 3 1 1 1)              87.687
8380       (1 0 2 3 2 1 2)              87.685
8381       (1 0 1 2 1 1 1)              87.686
8382       (1 0 3 1 2 1 2)              87.681
8383       (1 0 2 3 2 1 2)              87.682
8384       (1 0 3 1 2 1 2)              87.684
8385       (0 0 4 5 0 0 1)              87.680
8386       (1 0 3 1 2 1 2)              87.680
8387       (1 0 3 1 2 1 2)              87.681
8388       (1 0 1 2 1 1 1)              87.683
8389       (1 0 1 2 1 1 1)              87.684
8390       (1 0 2 3 2 1 2)              87.686
8391       (1 0 1 2 1 1 1)              87.687
8392       (0 0 4 6 1 2 1)              87.682
8393       (1 0 4 5 2 2 2)              87.678
8394       (1 0 1 2 1 1 1)              87.680
8395       (1 0 2 3 2 1 2)              87.681
8396       (1 0 2 3 2 1 2)              87.683
8397       (0 0 1 2 0 0 1)              87.682
8398       (1 0 3 1 2 1 2)              87.684
8399       (1 0 1 2 1 2 1)              87.684
8400       (1 0 3 1 2 1 2)              87.677
8401       (1 0 1 2 1 2 0)              87.676
8402       (1 0 2 3 2 1 2)              87.678
8403       (1 0 2 3 2 1 2)              87.679
8404       (1 0 2 3 2 1 2)              87.677
8405       (1 0 2 3 2 1 2)              87.677
8406       (1 0 2 3 2 1 2)              87.679
8407       (1 0 2 3 2 1 2)              87.680
8408       (1 0 2 3 2 1 2)              87.682
8409       (1 0 3 1 2 1 2)              87.683
8410       (1 0 3 1 2 1 2)              87.685
8411       (1 0 3 1 2 1 2)              87.684
8412       (1 0 1 2 1 1 1)              87.686
8413       (1 0 3 1 2 1 2)              87.686
8414       (1 0 1 2 1 1 1)              87.687
8415       (1 0 3 1 2 1 2)              87.685
8416       (1 0 3 1 2 1 2)              87.683
8417       (1 0 2 3 2 1 2)              87.685
8418       (1 0 3 1 2 1 2)              87.684
8419       (1 0 2 3 2 1 2)              87.686
8420       (1 0 1 2 0 0 1)              87.687
8421       (1 0 2 3 2 1 2)              87.689
8422       (1 0 2 3 2 1 2)              87.690
8423       (0 0 2 3 1 1 1)              87.688
8424       (1 0 2 3 2 1 2)              87.690
8425       (1 0 2 3 2 1 2)              87.691
8426       (1 0 1 2 1 1 1)              87.693
8427       (1 0 2 3 2 1 2)              87.694
8428       (1 0 2 3 2 1 2)              87.696
8429       (1 0 2 3 2 1 2)              87.697
8430       (1 0 2 3 2 1 2)              87.695
8431       (1 0 2 3 2 1 2)              87.697
8432       (1 0 1 2 1 2 1)              87.698
8433       (1 0 3 1 2 1 2)              87.700
8434       (1 0 3 1 2 1 2)              87.701
8435       (1 0 2 3 2 1 2)              87.702
8436       (1 0 2 3 2 1 2)              87.704
8437       (1 0 2 3 2 1 2)              87.705
8438       (1 0 3 1 2 1 2)              87.707
8439       (1 0 2 3 2 1 2)              87.708
8440       (1 0 3 1 2 1 2)              87.710
8441       (0 0 1 2 1 1 1)              87.710
8442       (1 0 1 2 1 1 1)              87.711
8443       (1 0 2 3 2 1 2)              87.709
8444       (1 0 2 3 2 1 2)              87.711
8445       (1 0 3 1 2 1 2)              87.712
8446       (1 0 3 1 2 1 2)              87.710
8447       (1 0 2 3 2 1 1)              87.710
8448       (1 0 2 3 2 1 2)              87.708
8449       (1 0 2 3 2 1 2)              87.709
8450       (1 0 2 3 2 1 2)              87.711
8451       (1 0 1 2 1 2 1)              87.711
8452       (1 0 3 1 2 1 2)              87.710
8453       (1 0 2 3 2 1 2)              87.712
8454       (1 0 3 1 2 1 2)              87.713
8455       (1 0 3 1 2 1 2)              87.715
8456       (1 0 3 1 1 1 1)              87.716
8457       (1 0 3 1 2 1 2)              87.718
8458       (1 0 2 3 1 1 1)              87.719
8459       (1 0 2 3 2 1 2)              87.717
8460       (1 0 2 3 2 1 2)              87.719
8461       (1 0 2 3 2 1 2)              87.720
8462       (1 0 2 3 2 1 2)              87.721
8463       (1 0 1 2 1 1 1)              87.723
8464       (1 0 2 3 2 1 2)              87.724
8465       (1 0 2 3 2 1 2)              87.726
8466       (1 0 3 1 2 1 2)              87.719
8467       (1 0 3 1 2 1 2)              87.720
8468       (1 0 2 3 2 1 2)              87.722
8469       (1 0 2 3 2 1 2)              87.723
8470       (1 0 2 3 2 1 2)              87.725
8471       (1 0 3 1 2 1 2)              87.726
8472       (1 0 3 1 2 1 2)              87.728
8473       (1 0 3 1 1 1 1)              87.729
8474       (1 0 1 2 1 1 1)              87.730
8475       (1 0 1 2 1 1 1)              87.732
8476       (1 0 3 1 2 1 2)              87.733
8477       (1 0 2 3 2 1 2)              87.730
8478       (1 0 2 3 2 1 2)              87.731
8479       (1 0 1 2 1 1 1)              87.733
8480       (1 0 1 2 1 1 1)              87.734
8481       (1 0 1 2 1 1 1)              87.736
8482       (1 0 2 3 2 1 2)              87.737
8483       (1 0 3 1 2 1 2)              87.735
8484       (1 0 2 3 2 1 2)              87.737
8485       (1 0 3 1 2 1 2)              87.735
8486       (1 0 2 3 2 1 2)              87.736
8487       (1 0 0 0 1 2 0)              87.738
8488       (1 0 2 3 2 1 2)              87.739
8489       (1 0 0 0 2 2 1)              87.740
8490       (0 0 1 2 1 1 1)              87.737
8491       (1 0 3 1 2 1 2)              87.737
8492       (1 0 2 3 2 1 2)              87.738
8493       (1 0 3 1 2 1 2)              87.739
8494       (1 0 1 2 1 1 1)              87.741
8495       (1 0 1 2 1 1 1)              87.742
8496       (1 0 1 2 1 1 1)              87.744
8497       (1 0 3 1 2 1 2)              87.745
8498       (1 0 3 1 2 1 2)              87.747
8499       (1 0 1 2 1 1 1)              87.748
8500       (1 0 2 3 2 1 2)              87.750
8501       (1 0 2 3 2 1 2)              87.749
8502       (1 0 2 3 2 1 2)              87.746
8503       (1 0 1 2 1 1 1)              87.747
8504       (1 0 3 1 2 1 2)              87.745
8505       (1 0 2 3 2 1 2)              87.747
8506       (1 0 2 3 2 1 2)              87.748
8507       (1 0 3 1 2 1 2)              87.750
8508       (0 0 1 2 1 1 1)              87.749
8509       (1 0 1 2 1 1 1)              87.751
8510       (1 0 2 3 2 1 2)              87.751
8511       (1 0 1 2 1 2 1)              87.750
8512       (0 0 4 3 2 1 1)              87.745
8513       (1 0 2 3 2 1 1)              87.745
8514       (1 0 1 2 1 1 1)              87.746
8515       (1 0 2 3 2 1 2)              87.748
8516       (1 0 2 3 2 1 2)              87.749
8517       (1 0 2 3 2 1 2)              87.751
8518       (1 0 2 3 2 1 2)              87.752
8519       (1 0 2 3 2 1 2)              87.753
8520       (1 0 2 3 2 1 2)              87.750
8521       (1 0 2 3 2 1 2)              87.751
8522       (1 0 3 1 2 1 2)              87.753
8523       (1 0 1 2 1 1 1)              87.754
8524       (1 0 2 3 2 1 2)              87.756
8525       (0 0 4 3 1 1 1)              87.750
8526       (0 0 1 2 1 1 1)              87.750
8527       (1 0 3 1 2 1 2)              87.752
8528       (1 0 2 3 2 1 2)              87.753
8529       (1 0 3 1 2 1 2)              87.754
8530       (1 0 2 3 2 2 1)              87.756
8531       (1 0 3 1 2 1 2)              87.757
8532       (1 0 2 3 2 1 2)              87.759
8533       (1 0 3 1 2 1 2)              87.757
8534       (1 0 1 2 1 1 1)              87.758
8535       (1 0 2 3 2 1 2)              87.760
8536       (1 0 3 1 2 1 2)              87.759
8537       (1 0 2 3 2 1 2)              87.761
8538       (1 0 3 1 2 1 2)              87.762
8539       (1 0 2 3 2 1 2)              87.764
8540       (1 0 0 0 2 2 1)              87.765
8541       (1 0 2 3 2 1 2)              87.765
8542       (0 0 1 2 1 1 1)              87.760
8543       (0 0 1 2 1 1 1)              87.759
8544       (0 0 4 5 2 2 1)              87.756
8545       (1 0 2 3 2 1 2)              87.757
8546       (1 0 2 3 2 1 2)              87.755
8547       (0 0 4 6 0 0 1)              87.748
8548       (1 0 2 3 2 1 2)              87.750
8549       (1 0 1 2 1 1 1)              87.751
8550       (1 0 2 3 2 1 2)              87.748
8551       (1 0 2 3 2 1 2)              87.749
8552       (1 0 2 3 2 1 2)              87.751
8553       (1 0 1 2 1 1 1)              87.752
8554       (1 0 1 2 1 1 1)              87.753
8555       (1 0 1 2 1 1 1)              87.755
8556       (1 0 3 1 2 1 2)              87.755
8557       (1 0 1 2 1 1 1)              87.756
8558       (1 0 3 1 2 1 2)              87.757
8559       (1 0 2 3 2 1 2)              87.759
8560       (1 0 1 2 1 2 1)              87.759
8561       (1 0 1 2 1 2 1)              87.760
8562       (1 0 2 3 1 2 1)              87.762
8563       (1 0 2 3 2 1 2)              87.760
8564       (1 0 1 2 1 1 1)              87.761
8565       (1 0 2 3 2 1 2)              87.759
8566       (1 0 2 3 2 1 2)              87.761
8567       (1 0 1 2 1 1 1)              87.759
8568       (1 0 2 3 2 1 2)              87.760
8569       (1 0 3 1 2 1 2)              87.762
8570       (1 0 1 2 1 2 1)              87.761
8571       (1 0 1 2 1 1 1)              87.763
8572       (1 0 2 3 2 1 2)              87.759
8573       (1 0 2 3 1 1 2)              87.759
8574       (1 0 3 1 2 1 2)              87.760
8575       (1 0 3 1 2 1 2)              87.758
8576       (1 0 1 2 1 1 1)              87.760
8577       (1 0 2 3 2 1 2)              87.758
8578       (1 0 3 1 2 1 2)              87.759
8579       (1 0 3 1 2 1 2)              87.757
8580       (0 0 4 2 2 2 1)              87.752
8581       (1 0 2 3 2 1 2)              87.752
8582       (1 0 3 1 2 1 2)              87.753
8583       (1 0 2 3 2 1 2)              87.753
8584       (1 0 2 3 2 1 2)              87.755
8585       (0 0 4 6 0 0 1)              87.749
8586       (0 0 1 2 1 1 1)              87.749
8587       (1 0 2 3 1 1 1)              87.751
8588       (1 0 1 2 1 1 1)              87.752
8589       (1 0 2 3 2 1 2)              87.753
8590       (1 0 2 3 2 1 2)              87.755
8591       (1 0 2 3 2 1 2)              87.753
8592       (0 0 2 3 1 2 1)              87.748
8593       (1 0 2 3 1 1 2)              87.747
8594       (1 0 3 1 2 1 2)              87.746
8595       (1 0 2 3 2 1 2)              87.747
8596       (1 0 2 3 2 1 2)              87.748
8597       (1 0 3 1 2 1 2)              87.750
8598       (1 0 2 3 2 1 2)              87.751
8599       (1 0 3 1 2 1 2)              87.753
8600       (1 0 2 3 2 1 2)              87.752
8601       (1 0 2 3 2 1 2)              87.754
8602       (1 0 4 5 2 2 2)              87.750
8603       (0 0 1 2 0 0 1)              87.750
8604       (1 0 2 3 2 1 2)              87.748
8605       (1 0 1 2 1 1 1)              87.750
8606       (1 0 2 3 2 1 2)              87.751
8607       (1 0 2 3 2 1 2)              87.752
8608       (1 0 1 2 1 1 1)              87.754
8609       (1 0 1 2 1 1 1)              87.755
8610       (1 0 2 3 2 1 2)              87.757
8611       (1 0 2 3 2 2 1)              87.757
8612       (1 0 2 3 2 1 2)              87.756
8613       (1 0 3 1 2 1 2)              87.754
8614       (1 0 1 2 1 1 1)              87.756
8615       (1 0 2 3 2 1 2)              87.752
8616       (1 0 3 1 2 1 2)              87.754
8617       (1 0 3 1 2 1 2)              87.753
8618       (1 0 2 3 2 1 2)              87.755
8619       (1 0 1 2 1 1 1)              87.756
8620       (1 0 2 3 2 1 2)              87.758
8621       (1 0 3 1 2 1 2)              87.756
8622       (0 0 4 6 0 0 1)              87.752
8623       (1 0 3 1 2 1 2)              87.749
8624       (1 0 1 2 1 2 1)              87.748
8625       (1 0 2 3 2 1 2)              87.750
8626       (1 0 2 3 1 1 1)              87.751
8627       (1 0 2 3 2 1 2)              87.749
8628       (1 0 2 3 2 1 2)              87.751
8629       (0 0 4 3 2 1 1)              87.744
8630       (1 0 2 3 2 1 2)              87.745
8631       (1 0 1 2 1 1 1)              87.747
8632       (1 0 2 3 2 1 2)              87.748
8633       (1 0 3 1 2 1 2)              87.750
8634       (1 0 1 2 1 1 1)              87.751
8635       (1 0 3 1 2 1 2)              87.752
8636       (1 0 2 3 2 1 2)              87.754
8637       (1 0 3 1 2 1 2)              87.755
8638       (1 0 2 3 2 1 2)              87.757
8639       (1 0 2 3 2 1 2)              87.758
8640       (1 0 1 2 1 2 1)              87.758
8641       (1 0 2 3 2 1 2)              87.758
8642       (1 0 3 1 2 1 2)              87.759
8643       (0 0 4 6 1 2 1)              87.754
8644       (1 0 2 3 2 1 2)              87.752
8645       (1 0 2 3 2 1 2)              87.753
8646       (1 0 2 3 2 1 2)              87.755
8647       (1 0 3 1 2 1 2)              87.755
8648       (1 0 2 3 2 1 2)              87.756
8649       (1 0 3 1 2 1 2)              87.757
8650       (1 0 2 3 2 1 2)              87.759
8651       (1 0 1 2 1 2 1)              87.759
8652       (1 0 2 3 2 1 2)              87.757
8653       (0 0 1 2 0 0 1)              87.757
8654       (1 0 3 1 2 1 2)              87.758
8655       (1 0 0 0 1 2 1)              87.759
8656       (1 0 3 1 2 1 2)              87.761
8657       (1 0 1 2 1 2 1)              87.761
8658       (1 0 2 3 2 1 2)              87.762
8659       (1 0 3 1 2 1 2)              87.763
8660       (1 0 3 1 2 1 2)              87.765
8661       (1 0 3 1 2 1 2)              87.766
8662       (1 0 2 3 2 1 2)              87.768
