No         Predictions            Accuracy [%]
10720      (1 0 3 1 2 1 2)              98.425
10721      (1 0 2 3 2 1 2)              98.425
10722      (1 0 3 1 2 1 2)              98.426
10723      (1 0 1 2 1 2 1)              98.426
10724      (1 0 2 3 1 1 1)              98.425
10725      (1 0 2 3 1 2 1)              98.425
10726      (1 0 2 3 2 1 2)              98.425
10727      (1 0 2 3 2 1 2)              98.425
10728      (1 0 2 3 2 1 1)              98.425
10729      (1 0 2 3 2 1 2)              98.425
10730      (1 0 1 2 1 1 1)              98.425
10731      (1 0 2 3 2 1 1)              98.426
10732      (1 0 2 3 2 1 2)              98.426
10733      (1 0 1 2 1 1 1)              98.426
10734      (1 0 3 1 2 1 2)              98.426
10735      (1 0 1 2 1 1 1)              98.426
10736      (1 0 2 3 2 1 2)              98.426
10737      (1 0 3 1 2 1 2)              98.426
10738      (1 0 2 3 1 2 1)              98.427
10739      (1 0 3 1 1 2 1)              98.427
10740      (1 0 3 1 2 1 2)              98.427
10741      (1 0 2 3 2 1 2)              98.427
10742      (1 0 3 1 2 1 1)              98.426
10743      (1 0 3 1 2 1 2)              98.425
10744      (1 0 2 3 2 1 2)              98.425
10745      (1 0 1 2 0 0 1)              98.425
10746      (1 0 2 3 2 1 2)              98.425
10747      (1 0 2 3 2 1 1)              98.424
10748      (1 0 2 3 2 1 2)              98.424
10749      (1 0 3 1 2 1 2)              98.424
10750      (1 0 2 3 2 1 2)              98.424
10751      (1 0 2 3 2 1 1)              98.425
10752      (1 0 2 3 1 2 0)              98.425
10753      (1 0 1 2 1 1 1)              98.425
10754      (1 0 2 3 2 1 2)              98.425
10755      (1 0 1 2 2 2 1)              98.425
10756      (1 0 2 3 1 2 1)              98.425
10757      (1 0 2 3 2 1 2)              98.425
10758      (1 0 2 3 2 1 2)              98.426
10759      (1 0 2 3 1 1 1)              98.426
10760      (1 0 0 0 0 0 0)              98.423
10761      (1 0 2 3 2 1 1)              98.423
10762      (1 0 2 3 2 1 2)              98.423
10763      (1 0 3 1 2 1 2)              98.424
10764      (1 0 2 3 2 1 2)              98.424
10765      (1 0 2 3 1 2 1)              98.424
10766      (1 0 1 2 1 1 1)              98.424
10767      (1 0 3 1 1 1 1)              98.424
10768      (1 0 2 3 0 0 0)              98.424
10769      (1 0 2 3 2 1 2)              98.425
10770      (1 0 2 3 2 1 2)              98.425
10771      (1 0 2 3 2 1 1)              98.425
10772      (1 0 2 3 2 1 1)              98.425
10773      (1 0 3 1 2 1 2)              98.425
10774      (1 0 1 2 1 2 1)              98.425
10775      (1 0 3 1 2 1 2)              98.425
10776      (1 0 2 3 2 1 2)              98.426
10777      (1 0 1 2 1 1 1)              98.426
10778      (1 0 3 1 2 1 2)              98.425
10779      (1 0 3 1 2 1 2)              98.425
10780      (1 0 3 1 2 1 2)              98.425
10781      (1 0 2 3 2 1 2)              98.425
10782      (1 0 2 3 2 1 2)              98.425
10783      (1 0 2 3 2 2 1)              98.425
10784      (1 0 1 2 1 1 1)              98.425
10785      (1 0 2 3 1 1 1)              98.426
10786      (1 0 3 1 1 1 1)              98.426
10787      (1 0 2 3 2 1 2)              98.426
10788      (1 0 2 3 1 2 1)              98.426
10789      (1 0 1 2 1 1 1)              98.426
10790      (1 0 2 3 2 1 2)              98.426
10791      (1 0 2 3 1 2 1)              98.426
10792      (1 0 1 2 1 1 1)              98.427
10793      (1 0 1 2 1 1 1)              98.427
10794      (1 0 2 3 2 1 2)              98.427
10795      (1 0 2 3 2 1 1)              98.427
10796      (1 0 1 2 1 1 1)              98.427
10797      (1 0 2 3 2 1 2)              98.427
10798      (1 0 2 3 1 2 1)              98.427
10799      (1 0 2 3 2 1 1)              98.428
10800      (1 0 2 3 1 1 1)              98.428
10801      (1 0 2 3 2 1 2)              98.428
10802      (1 0 2 3 2 1 2)              98.428
10803      (1 0 3 1 2 1 2)              98.428
10804      (1 0 2 3 2 1 2)              98.428
10805      (1 0 3 1 2 1 2)              98.428
10806      (1 0 1 2 1 1 1)              98.429
10807      (1 0 3 1 2 1 2)              98.429
10808      (1 0 2 3 2 1 2)              98.429
10809      (1 0 2 3 2 1 2)              98.429
10810      (1 0 1 2 1 1 1)              98.429
10811      (1 0 1 2 1 1 1)              98.429
10812      (1 0 2 3 1 2 1)              98.429
10813      (1 0 3 1 1 1 1)              98.427
10814      (1 0 0 0 1 2 0)              98.427
10815      (1 0 3 1 2 1 2)              98.427
10816      (1 0 1 2 0 0 1)              98.427
10817      (1 0 2 3 2 1 2)              98.428
10818      (1 0 2 3 2 1 2)              98.428
10819      (1 0 2 3 2 1 2)              98.428
10820      (1 0 1 2 0 0 1)              98.428
10821      (1 0 2 3 2 1 1)              98.428
10822      (1 0 2 3 2 1 2)              98.428
10823      (1 0 3 1 2 1 2)              98.428
10824      (1 0 2 3 2 1 1)              98.429
10825      (1 0 1 2 1 1 1)              98.429
10826      (1 0 3 1 2 1 2)              98.429
10827      (1 0 3 1 2 1 2)              98.429
10828      (1 0 3 1 2 1 2)              98.429
10829      (1 0 1 2 1 1 1)              98.429
10830      (1 0 1 2 1 2 0)              98.429
10831      (1 0 2 3 2 1 2)              98.430
10832      (1 0 1 2 1 1 1)              98.430
10833      (1 0 3 1 2 1 2)              98.430
10834      (1 0 2 3 2 1 2)              98.430
10835      (1 0 2 3 2 1 2)              98.430
10836      (1 0 2 3 2 1 2)              98.430
10837      (1 0 3 1 2 1 2)              98.429
10838      (1 0 1 2 1 1 1)              98.429
10839      (1 0 2 3 2 1 2)              98.429
10840      (1 0 2 3 2 1 2)              98.430
10841      (1 0 1 2 1 2 1)              98.430
10842      (1 0 2 3 2 1 2)              98.430
10843      (1 0 2 3 2 1 2)              98.430
10844      (1 0 2 3 2 1 2)              98.430
10845      (1 0 2 3 2 1 2)              98.430
10846      (1 0 2 3 1 2 1)              98.430
10847      (1 0 1 2 1 1 1)              98.431
10848      (1 0 2 3 1 1 1)              98.431
10849      (1 0 2 3 2 1 2)              98.431
10850      (1 0 0 0 2 2 1)              98.431
10851      (1 0 2 3 2 1 2)              98.431
10852      (1 0 2 3 1 1 1)              98.431
10853      (1 0 1 2 1 1 1)              98.431
10854      (1 0 2 3 2 1 2)              98.432
10855      (1 0 2 3 1 2 1)              98.432
10856      (1 0 1 2 0 0 1)              98.432
10857      (1 0 3 1 2 1 2)              98.431
10858      (1 0 2 3 2 1 2)              98.431
10859      (1 0 2 3 1 1 0)              98.430
10860      (1 0 2 3 2 1 1)              98.430
10861      (1 0 2 3 2 1 1)              98.430
10862      (1 0 2 3 2 1 2)              98.430
10863      (1 0 2 3 2 1 1)              98.430
10864      (1 0 2 3 2 1 2)              98.430
10865      (1 0 3 1 2 1 2)              98.431
10866      (1 0 2 3 2 1 2)              98.431
10867      (1 0 2 3 2 1 2)              98.431
10868      (1 0 3 1 2 1 2)              98.431
10869      (1 0 2 3 2 1 2)              98.431
10870      (1 0 2 3 2 1 2)              98.431
10871      (1 0 1 2 1 1 1)              98.431
10872      (1 0 2 3 2 1 2)              98.432
10873      (1 0 0 0 2 2 1)              98.432
10874      (1 0 2 3 2 1 1)              98.432
10875      (1 0 3 1 2 1 2)              98.432
10876      (1 0 1 2 1 2 1)              98.432
10877      (1 0 1 2 1 1 1)              98.432
10878      (1 0 2 2 0 0 1)              98.430
10879      (1 0 3 1 2 1 2)              98.429
10880      (1 0 2 3 2 1 2)              98.429
10881      (1 0 2 3 2 1 2)              98.429
10882      (1 0 2 3 2 1 2)              98.429
10883      (1 0 2 3 2 1 2)              98.429
10884      (1 0 2 3 2 1 1)              98.429
10885      (1 0 3 1 2 1 2)              98.430
10886      (1 0 3 1 2 1 1)              98.430
10887      (1 0 1 2 1 1 1)              98.430
10888      (1 0 1 2 1 1 1)              98.430
10889      (1 0 1 2 1 1 1)              98.430
10890      (1 0 3 1 2 1 2)              98.429
10891      (1 0 3 1 2 1 2)              98.429
10892      (1 0 2 3 2 1 2)              98.429
10893      (1 0 2 3 2 1 2)              98.429
10894      (1 0 2 3 2 1 2)              98.430
10895      (1 0 2 3 2 1 2)              98.430
10896      (1 0 2 3 1 2 1)              98.430
10897      (1 0 3 1 2 1 2)              98.430
10898      (1 0 2 3 1 2 1)              98.430
10899      (1 0 2 3 2 1 1)              98.430
10900      (1 0 2 3 2 1 2)              98.430
10901      (1 0 1 2 0 0 1)              98.431
10902      (1 0 3 1 2 1 2)              98.431
10903      (1 0 1 2 1 2 0)              98.431
10904      (1 0 1 2 1 2 1)              98.431
10905      (1 0 2 3 2 1 2)              98.431
10906      (1 0 2 3 2 1 2)              98.431
10907      (1 0 2 3 2 1 2)              98.431
10908      (1 0 1 2 1 1 1)              98.432
10909      (1 0 1 2 2 2 1)              98.432
10910      (1 0 2 3 2 1 2)              98.432
10911      (1 0 3 1 2 1 1)              98.432
10912      (1 0 2 3 2 1 2)              98.432
10913      (1 0 3 1 2 1 2)              98.432
10914      (1 0 1 2 1 1 1)              98.432
10915      (1 0 1 2 1 1 1)              98.433
10916      (1 0 1 2 1 1 1)              98.433
10917      (1 0 2 3 2 1 2)              98.433
10918      (1 0 2 3 1 1 1)              98.433
10919      (1 0 1 2 1 1 1)              98.433
10920      (1 0 3 1 2 1 2)              98.433
10921      (1 0 2 3 2 1 2)              98.433
10922      (1 0 1 2 1 1 1)              98.434
10923      (1 0 1 2 1 1 1)              98.434
10924      (1 0 1 2 1 1 1)              98.434
10925      (1 0 3 1 2 1 2)              98.434
10926      (1 0 2 3 2 1 2)              98.434
10927      (1 0 2 3 2 1 1)              98.433
10928      (1 0 3 2 0 0 1)              98.432
10929      (1 0 1 2 1 1 1)              98.432
10930      (1 0 1 2 1 1 1)              98.432
10931      (1 0 2 3 2 1 2)              98.432
10932      (1 0 3 1 2 1 2)              98.432
10933      (1 0 2 3 2 1 2)              98.433
10934      (1 0 2 3 2 1 2)              98.433
10935      (1 0 3 1 2 1 2)              98.433
10936      (1 0 3 1 2 1 2)              98.432
10937      (1 0 2 3 1 2 1)              98.432
10938      (1 0 3 1 2 1 2)              98.432
10939      (1 0 2 3 2 1 2)              98.432
10940      (1 0 3 1 2 1 1)              98.432
10941      (1 0 3 1 2 1 2)              98.431
10942      (1 0 3 1 1 1 1)              98.431
10943      (1 0 3 1 2 1 1)              98.431
10944      (1 0 0 0 2 2 1)              98.431
10945      (1 0 2 3 1 2 1)              98.432
10946      (1 0 2 3 2 1 2)              98.432
10947      (1 0 1 2 1 1 1)              98.432
10948      (1 0 1 2 1 1 1)              98.432
10949      (1 0 3 1 2 1 2)              98.432
10950      (1 0 2 3 2 1 2)              98.432
10951      (1 0 0 0 1 2 1)              98.432
10952      (1 0 3 1 2 1 2)              98.433
10953      (1 0 2 3 1 2 1)              98.433
10954      (1 0 2 3 1 2 0)              98.433
10955      (1 0 3 1 2 1 2)              98.433
10956      (1 0 3 1 2 1 2)              98.433
10957      (1 0 1 2 1 2 1)              98.433
10958      (1 0 2 3 2 1 2)              98.433
10959      (1 0 2 3 2 1 1)              98.434
10960      (1 0 1 2 1 1 1)              98.434
10961      (1 0 1 2 1 1 1)              98.434
10962      (1 0 2 3 2 1 2)              98.434
10963      (1 0 1 2 1 1 1)              98.434
10964      (1 0 2 3 1 2 1)              98.434
10965      (1 0 2 3 2 2 1)              98.434
10966      (1 0 1 2 1 1 1)              98.435
10967      (1 0 3 1 2 1 2)              98.435
10968      (1 0 3 1 2 1 1)              98.435
10969      (1 0 1 2 1 1 1)              98.435
10970      (1 0 3 1 2 1 2)              98.435
10971      (1 0 3 1 2 1 1)              98.435
10972      (1 0 2 3 2 1 2)              98.435
10973      (1 0 0 0 1 0 1)              98.433
10974      (1 0 2 3 2 1 2)              98.433
10975      (1 0 2 3 2 1 2)              98.433
10976      (1 0 1 2 1 1 1)              98.433
10977      (1 0 2 3 1 1 1)              98.434
10978      (1 0 2 3 2 1 2)              98.434
10979      (1 0 1 2 1 1 1)              98.434
10980      (1 0 3 1 2 1 2)              98.434
10981      (1 0 2 3 2 1 2)              98.434
10982      (1 0 3 1 2 1 2)              98.434
10983      (1 0 2 3 1 1 1)              98.434
10984      (1 0 2 3 2 1 1)              98.435
10985      (1 0 1 2 1 1 1)              98.435
10986      (1 0 3 1 2 1 2)              98.435
10987      (1 0 3 1 2 1 2)              98.435
10988      (1 0 2 3 2 1 2)              98.435
10989      (1 0 0 0 2 2 1)              98.435
10990      (1 0 3 1 2 1 2)              98.435
10991      (1 0 2 3 2 1 2)              98.436
10992      (1 0 2 3 2 1 2)              98.436
10993      (1 0 2 3 2 1 2)              98.436
10994      (1 0 3 1 2 1 2)              98.436
10995      (1 0 2 3 2 1 2)              98.436
10996      (1 0 1 2 1 1 1)              98.436
10997      (1 0 1 2 1 1 1)              98.436
10998      (1 0 2 3 2 1 2)              98.437
10999      (1 0 1 2 1 1 1)              98.437
11000      (1 0 1 2 1 1 1)              98.437
11001      (1 0 2 3 2 1 2)              98.437
11002      (1 0 2 3 2 1 2)              98.437
11003      (1 0 2 3 1 2 1)              98.437
11004      (1 0 3 1 2 1 2)              98.437
11005      (1 0 3 1 2 1 2)              98.438
11006      (1 0 1 2 0 0 1)              98.438
11007      (1 0 3 1 2 1 2)              98.438
11008      (1 0 2 3 2 1 2)              98.438
11009      (1 0 1 2 1 1 1)              98.438
11010      (1 0 3 1 2 1 2)              98.437
11011      (1 0 3 1 2 1 2)              98.436
11012      (1 0 1 2 1 1 1)              98.436
11013      (1 0 3 1 2 1 2)              98.436
11014      (1 0 2 3 1 1 1)              98.434
11015      (1 0 3 1 2 1 2)              98.434
11016      (1 0 1 2 1 1 1)              98.434
11017      (1 0 2 3 2 1 2)              98.434
11018      (1 0 2 3 2 1 1)              98.434
11019      (1 0 3 1 2 1 2)              98.434
11020      (1 0 3 1 2 1 2)              98.435
11021      (1 0 2 3 2 1 2)              98.435
11022      (1 0 3 1 2 1 2)              98.435
11023      (1 0 3 1 2 1 2)              98.435
11024      (1 0 1 2 1 2 1)              98.434
11025      (1 0 2 3 2 1 2)              98.434
11026      (1 0 1 2 1 1 1)              98.434
11027      (1 0 1 2 1 1 1)              98.434
11028      (1 0 2 3 2 1 2)              98.434
11029      (1 0 2 3 1 2 1)              98.433
11030      (1 0 2 3 1 1 1)              98.433
11031      (1 0 2 3 2 1 2)              98.433
11032      (1 0 1 2 1 1 1)              98.434
11033      (1 0 2 3 2 1 2)              98.434
11034      (1 0 0 0 2 2 1)              98.434
11035      (1 0 2 3 1 1 1)              98.434
11036      (1 0 1 2 1 1 1)              98.434
11037      (1 0 1 1 0 0 1)              98.433
11038      (1 0 2 3 2 1 2)              98.433
11039      (1 0 1 2 1 2 1)              98.433
11040      (1 0 3 3 1 1 1)              98.430
11041      (1 0 4 4 0 2 0)              98.426
11042      (1 0 4 2 1 2 1)              98.422
11043      (1 0 2 3 2 0 2)              98.421
11044      (1 0 1 3 1 0 1)              98.417
11045      (1 0 2 6 1 2 1)              98.413
11046      (1 0 2 6 1 2 1)              98.410
11047      (1 0 0 0 0 0 0)              98.405
11048      (1 0 2 6 1 2 1)              98.401
11049      (1 0 0 0 2 2 1)              98.398
11050      (1 0 2 3 1 2 1)              98.396
11051      (1 0 1 5 1 1 1)              98.391
11052      (1 0 1 3 1 0 1)              98.388
11053      (1 0 2 0 2 1 2)              98.383
11054      (1 0 2 3 1 1 1)              98.378
11055      (1 0 1 0 1 0 1)              98.376
11056      (1 0 1 3 1 0 1)              98.371
11057      (1 0 2 6 1 2 1)              98.367
11058      (1 0 2 2 1 0 1)              98.363
11059      (1 0 1 5 1 1 1)              98.361
11060      (1 0 2 3 1 1 1)              98.357
11061      (1 0 1 5 2 2 2)              98.355
11062      (1 0 2 3 1 0 1)              98.352
11063      (1 0 1 5 1 1 1)              98.346
11064      (1 0 2 3 1 2 1)              98.346
11065      (1 0 0 0 1 2 0)              98.344
11066      (1 0 2 3 1 0 1)              98.340
11067      (1 0 2 3 1 1 1)              98.336
11068      (1 0 2 3 2 2 2)              98.334
11069      (1 0 1 5 1 1 1)              98.328
11070      (0 1 4 6 1 0 1)              98.320
11071      (1 0 1 2 0 0 0)              98.314
11072      (1 0 2 4 0 0 0)              98.310
11073      (1 0 2 3 1 1 1)              98.305
11074      (1 0 2 3 1 1 1)              98.302
11075      (1 0 2 3 1 2 1)              98.299
11076      (1 0 2 6 1 2 1)              98.296
11077      (1 0 2 3 1 2 1)              98.294
11078      (1 0 0 3 2 2 1)              98.289
11079      (1 0 2 3 1 2 1)              98.286
11080      (1 0 2 3 0 2 0)              98.281
11081      (1 0 1 5 1 1 1)              98.275
11082      (1 0 2 3 1 2 1)              98.273
11083      (1 0 3 2 0 0 1)              98.268
11084      (1 0 2 3 1 0 1)              98.264
11085      (1 0 1 5 1 1 1)              98.261
11086      (1 0 2 3 1 0 1)              98.258
11087      (1 0 4 0 2 2 1)              98.251
11088      (1 0 4 2 0 0 0)              98.245
11089      (1 0 4 2 1 1 1)              98.244
11090      (1 0 2 5 1 2 1)              98.243
11091      (1 0 1 5 1 2 1)              98.238
11092      (1 0 4 6 1 1 1)              98.234
11093      (1 0 2 3 1 2 1)              98.229
11094      (1 0 2 3 1 1 1)              98.225
11095      (1 0 4 4 0 2 0)              98.222
11096      (1 0 0 5 0 2 0)              98.218
11097      (1 0 2 3 0 0 0)              98.216
11098      (1 0 2 6 1 1 1)              98.213
11099      (1 0 3 2 2 2 1)              98.209
11100      (1 0 0 0 2 2 2)              98.204
11101      (1 0 2 6 1 1 1)              98.202
11102      (1 0 1 3 1 0 1)              98.198
11103      (1 0 1 5 1 1 1)              98.196
11104      (1 0 0 0 1 0 1)              98.192
11105      (1 0 2 3 1 0 1)              98.188
11106      (1 0 2 3 1 2 1)              98.187
11107      (1 0 0 3 1 1 1)              98.185
11108      (1 0 4 2 1 2 1)              98.184
11109      (1 0 2 3 1 2 1)              98.180
11110      (1 0 3 2 1 1 1)              98.175
11111      (1 0 2 3 2 1 2)              98.174
11112      (1 0 1 5 1 2 1)              98.168
11113      (1 0 0 0 1 2 1)              98.165
11114      (1 0 2 2 1 2 1)              98.163
11115      (1 0 2 2 1 2 0)              98.160
11116      (1 0 2 3 1 2 1)              98.158
11117      (1 0 2 3 2 1 2)              98.152
11118      (1 0 2 3 1 0 1)              98.148
11119      (1 0 2 3 2 1 2)              98.147
11120      (1 0 0 3 1 1 1)              98.145
11121      (1 0 1 2 1 2 1)              98.142
11122      (1 0 2 3 1 0 1)              98.140
11123      (1 0 2 3 1 2 1)              98.137
11124      (1 0 2 3 1 2 1)              98.135
11125      (1 0 1 5 1 1 1)              98.133
11126      (1 0 4 3 1 1 1)              98.128
11127      (1 0 2 3 1 2 1)              98.125
11128      (1 0 1 1 2 1 2)              98.119
11129      (1 0 4 6 1 2 1)              98.118
11130      (1 0 0 0 0 0 0)              98.111
11131      (0 0 0 5 1 2 0)              98.108
11132      (1 0 2 6 1 2 1)              98.105
11133      (1 0 0 0 1 2 1)              98.103
11134      (1 0 1 5 2 2 2)              98.099
11135      (1 0 3 2 1 2 1)              98.096
11136      (1 0 2 3 1 2 1)              98.093
11137      (1 0 2 3 2 1 2)              98.087
11138      (1 0 4 5 1 2 0)              98.082
11139      (1 0 4 6 1 1 1)              98.078
11140      (1 0 2 3 1 2 1)              98.076
11141      (1 0 3 0 1 1 1)              98.072
11142      (1 0 1 5 1 1 1)              98.070
11143      (1 0 2 2 1 2 0)              98.067
11144      (1 0 2 2 1 2 0)              98.065
11145      (1 0 1 5 1 1 1)              98.063
11146      (1 0 2 3 0 0 0)              98.060
11147      (1 0 2 6 1 2 1)              98.058
11148      (1 0 1 3 1 2 1)              98.054
11149      (1 0 0 0 1 2 0)              98.052
11150      (1 0 2 3 1 1 1)              98.048
11151      (1 0 2 3 1 1 1)              98.044
11152      (1 0 4 3 1 0 1)              98.039
11153      (1 0 4 2 1 2 1)              98.036
11154      (1 0 2 2 1 2 1)              98.033
11155      (1 0 1 1 0 1 1)              98.030
11156      (1 0 2 6 1 2 1)              98.025
11157      (1 0 2 3 1 2 1)              98.024
11158      (1 0 2 6 1 0 1)              98.022
11159      (1 0 1 5 1 2 1)              98.018
11160      (1 0 0 0 1 1 1)              98.015
11161      (1 0 0 0 1 0 1)              98.013
11162      (1 0 2 6 1 2 1)              98.009
11163      (1 0 4 4 0 2 0)              98.007
11164      (1 0 2 3 0 2 0)              98.002
11165      (1 0 2 3 1 1 1)              97.999
11166      (1 0 1 5 1 1 1)              97.993
11167      (1 0 2 3 0 0 1)              97.989
11168      (1 0 0 0 1 0 1)              97.987
11169      (1 0 2 6 1 1 0)              97.983
11170      (1 0 0 3 0 0 0)              97.981
11171      (1 0 1 5 1 1 1)              97.976
11172      (1 0 3 3 1 0 1)              97.972
11173      (1 0 2 6 1 2 1)              97.969
11174      (1 0 2 3 1 2 1)              97.966
11175      (1 0 1 5 1 2 1)              97.964
11176      (1 0 1 5 1 2 1)              97.960
11177      (1 0 2 5 1 2 1)              97.959
11178      (1 0 1 5 1 1 1)              97.957
11179      (1 0 2 3 1 1 1)              97.953
11180      (1 1 0 6 0 2 0)              97.948
11181      (1 0 2 4 0 0 1)              97.943
11182      (1 0 0 0 2 2 1)              97.941
11183      (1 0 2 3 2 1 2)              97.935
11184      (1 0 4 0 1 2 1)              97.930
11185      (1 0 1 5 1 2 1)              97.925
11186      (1 0 2 3 1 0 1)              97.921
11187      (1 0 2 2 1 1 1)              97.919
11188      (1 0 1 5 1 2 1)              97.915
11189      (1 0 2 3 2 2 1)              97.911
11190      (1 0 2 6 1 2 1)              97.908
11191      (1 0 2 3 1 2 1)              97.904
11192      (1 0 1 5 1 1 1)              97.898
11193      (1 0 2 6 1 2 1)              97.896
11194      (1 0 4 0 1 2 1)              97.891
11195      (1 0 3 2 1 2 1)              97.887
11196      (1 0 2 3 1 2 1)              97.885
11197      (1 0 4 3 1 0 1)              97.880
11198      (1 0 2 6 1 1 1)              97.876
11199      (1 0 2 3 1 1 1)              97.872
11200      (1 0 1 5 2 2 2)              97.870
11201      (1 0 2 6 1 2 1)              97.866
11202      (1 0 2 3 1 1 1)              97.863
11203      (1 0 2 3 2 1 2)              97.862
11204      (1 0 0 0 2 2 1)              97.859
11205      (1 0 2 6 1 2 1)              97.857
11206      (1 0 2 4 1 1 1)              97.852
11207      (1 0 2 5 1 0 1)              97.848
11208      (1 0 1 5 1 1 1)              97.842
11209      (1 0 4 6 1 2 1)              97.840
11210      (1 0 0 0 2 2 2)              97.835
11211      (1 0 1 0 1 1 1)              97.830
11212      (1 0 0 0 0 0 0)              97.824
11213      (1 0 2 0 2 1 2)              97.819
11214      (1 0 2 3 1 0 1)              97.816
11215      (1 0 0 0 0 0 0)              97.814
11216      (1 0 2 6 1 2 1)              97.810
11217      (1 0 2 4 0 0 0)              97.807
11218      (1 0 2 3 1 2 1)              97.804
11219      (1 0 2 3 1 2 1)              97.802
11220      (1 0 1 5 1 1 1)              97.796
11221      (1 0 0 3 0 0 0)              97.791
11222      (1 0 2 3 1 1 1)              97.787
11223      (1 0 2 3 2 1 2)              97.781
11224      (1 0 2 6 1 2 1)              97.778
11225      (1 0 3 3 2 1 2)              97.771
11226      (1 0 1 5 1 2 1)              97.768
11227      (1 0 1 5 1 1 1)              97.763
11228      (1 0 0 0 1 1 1)              97.759
11229      (1 0 0 0 1 2 0)              97.757
11230      (1 0 2 3 1 0 1)              97.753
11231      (1 0 4 3 0 2 0)              97.750
11232      (1 0 0 0 0 0 0)              97.745
11233      (1 0 2 6 0 0 1)              97.742
11234      (1 0 2 3 1 2 1)              97.741
11235      (1 0 4 6 1 2 1)              97.739
11236      (1 0 2 6 1 2 1)              97.735
11237      (1 0 2 3 1 2 1)              97.730
11238      (1 0 2 3 1 0 1)              97.727
11239      (1 0 4 0 0 0 0)              97.723
11240      (1 0 4 5 1 2 0)              97.718
11241      (1 0 2 2 1 2 0)              97.716
11242      (1 0 2 3 1 2 1)              97.714
11243      (1 0 2 3 2 2 2)              97.711
11244      (1 0 2 6 1 2 1)              97.709
11245      (1 0 2 3 1 0 1)              97.705
11246      (1 0 4 6 1 2 1)              97.704
11247      (1 0 2 3 2 1 2)              97.698
11248      (1 0 2 3 1 2 1)              97.696
11249      (1 0 4 6 1 1 1)              97.692
11250      (1 0 2 3 1 2 1)              97.690
11251      (1 0 4 6 1 2 1)              97.687
11252      (1 0 1 2 0 0 0)              97.681
11253      (1 0 1 5 1 2 1)              97.678
11254      (1 0 2 3 1 0 1)              97.674
11255      (1 0 2 3 1 2 1)              97.672
11256      (0 0 3 6 0 0 0)              97.666
11257      (1 0 2 3 1 0 1)              97.662
11258      (1 0 1 5 1 2 1)              97.658
11259      (1 0 2 3 1 1 1)              97.655
11260      (1 0 2 3 2 1 2)              97.649
11261      (1 0 2 3 2 1 2)              97.642
11262      (1 0 2 3 1 0 1)              97.639
11263      (1 0 2 6 1 2 1)              97.635
11264      (1 0 2 3 1 0 1)              97.632
11265      (1 0 4 2 0 0 0)              97.625
11266      (1 0 4 5 1 2 0)              97.621
11267      (1 0 4 2 1 2 1)              97.617
11268      (1 0 2 3 1 0 1)              97.612
11269      (1 0 2 3 2 2 2)              97.610
11270      (1 0 2 3 1 2 1)              97.607
11271      (1 0 0 0 1 2 0)              97.605
11272      (1 0 2 5 2 1 1)              97.601
11273      (1 0 1 5 1 1 1)              97.599
11274      (1 0 3 2 1 0 1)              97.594
11275      (1 0 2 3 1 2 1)              97.592
11276      (1 0 4 2 1 2 1)              97.588
11277      (1 0 2 3 1 1 1)              97.586
11278      (1 0 0 0 0 0 0)              97.580
11279      (1 0 2 3 1 1 1)              97.575
11280      (1 0 2 3 1 2 1)              97.573
11281      (1 0 0 0 0 2 0)              97.568
11282      (1 0 2 3 1 2 1)              97.565
11283      (1 0 2 5 1 0 1)              97.562
11284      (1 0 2 3 1 2 1)              97.560
11285      (1 0 2 3 0 0 0)              97.553
11286      (1 0 4 6 1 1 1)              97.554
11287      (1 0 2 6 1 2 1)              97.549
11288      (1 0 4 6 1 2 1)              97.548
11289      (1 0 4 6 1 2 1)              97.545
11290      (1 0 2 3 1 2 1)              97.543
11291      (1 0 2 6 1 2 1)              97.540
11292      (1 0 1 5 1 1 1)              97.533
11293      (1 0 0 0 0 0 0)              97.527
11294      (1 0 1 0 1 1 1)              97.522
11295      (1 0 3 2 1 1 1)              97.518
11296      (1 0 0 0 0 0 0)              97.511
11297      (1 0 4 2 1 1 1)              97.510
11298      (1 0 2 2 1 0 1)              97.507
11299      (1 0 2 6 1 2 1)              97.505
11300      (1 0 2 4 0 0 0)              97.501
11301      (1 0 2 2 1 1 0)              97.497
11302      (1 0 2 3 0 2 0)              97.492
11303      (1 0 4 3 1 0 1)              97.488
11304      (1 0 2 6 1 2 1)              97.484
11305      (1 0 2 2 1 0 1)              97.480
11306      (1 0 2 3 1 2 1)              97.479
11307      (1 0 2 3 1 0 1)              97.475
11308      (0 0 1 5 1 2 0)              97.468
11309      (1 0 1 5 1 2 1)              97.465
11310      (1 0 2 5 2 1 1)              97.461
11311      (1 0 2 3 1 2 1)              97.458
11312      (1 0 2 3 1 0 2)              97.454
11313      (1 0 1 0 1 1 1)              97.449
11314      (1 0 2 3 1 2 1)              97.448
11315      (1 0 2 3 1 0 1)              97.446
11316      (1 0 4 6 0 2 0)              97.441
11317      (1 0 2 6 1 1 1)              97.438
11318      (1 0 2 5 1 0 1)              97.434
11319      (1 0 1 5 2 2 2)              97.430
11320      (1 0 2 3 1 1 1)              97.427
11321      (1 0 2 5 0 2 0)              97.423
11322      (1 0 2 3 1 0 2)              97.420
11323      (1 0 2 3 1 2 1)              97.415
11324      (1 0 2 3 1 2 1)              97.413
11325      (1 0 4 6 1 2 1)              97.412
11326      (1 0 2 6 1 2 1)              97.408
11327      (1 0 4 3 1 1 1)              97.403
