No         Predictions            Accuracy [%]
11199      (0 0 4 5 2 1 1)              87.274
11200      (1 0 3 1 2 1 2)              87.271
11201      (0 0 4 2 2 2 1)              87.268
11202      (1 0 1 2 1 2 1)              87.267
11203      (1 0 4 5 2 2 2)              87.265
11204      (1 0 2 3 1 2 1)              87.264
11205      (0 0 4 2 2 2 1)              87.263
11206      (1 0 2 3 2 2 1)              87.259
11207      (1 0 1 2 2 2 1)              87.257
11208      (1 0 3 1 2 1 2)              87.254
11209      (0 0 4 2 2 2 1)              87.252
11210      (1 0 1 2 1 2 1)              87.248
11211      (1 0 1 2 1 2 1)              87.245
11212      (1 0 1 2 1 1 1)              87.242
11213      (0 0 1 2 1 2 1)              87.237
11214      (0 0 0 4 0 1 0)              87.231
11215      (1 0 0 0 0 0 0)              87.229
11216      (0 0 4 2 2 2 1)              87.227
11217      (0 0 1 2 2 2 1)              87.221
11218      (0 0 4 5 2 1 1)              87.216
11219      (1 0 3 1 1 0 0)              87.211
11220      (1 0 1 2 1 1 1)              87.206
11221      (1 0 1 2 1 1 1)              87.202
11222      (1 0 1 2 1 1 1)              87.199
11223      (0 0 4 3 2 1 1)              87.192
11224      (0 0 4 2 2 2 1)              87.190
11225      (1 0 1 2 1 1 1)              87.187
11226      (1 0 1 2 1 1 1)              87.183
11227      (1 0 3 1 2 1 2)              87.179
11228      (1 0 0 0 1 2 1)              87.178
11229      (1 0 3 1 2 1 2)              87.173
11230      (1 0 0 0 1 2 1)              87.170
11231      (1 0 1 2 1 1 1)              87.167
11232      (1 0 1 2 1 1 1)              87.163
11233      (1 0 2 3 0 0 0)              87.162
11234      (1 0 1 2 1 1 1)              87.160
11235      (0 0 4 2 2 2 1)              87.158
11236      (0 0 4 2 2 2 1)              87.155
11237      (1 0 1 2 0 0 0)              87.151
11238      (1 0 2 3 1 0 1)              87.148
11239      (0 1 4 6 0 0 1)              87.142
11240      (1 0 2 3 1 2 0)              87.138
11241      (1 0 1 2 1 1 1)              87.135
11242      (1 0 1 2 1 1 1)              87.133
11243      (1 0 2 3 1 2 1)              87.134
11244      (0 0 4 2 2 2 1)              87.132
11245      (1 0 1 2 1 2 1)              87.130
11246      (0 0 4 2 2 2 1)              87.128
11247      (0 0 4 3 2 1 1)              87.122
11248      (1 0 1 2 1 1 1)              87.119
11249      (0 0 4 3 1 1 1)              87.114
11250      (0 0 1 2 1 2 1)              87.111
11251      (0 0 4 2 2 2 1)              87.109
11252      (0 0 0 0 1 2 1)              87.106
11253      (1 0 3 1 2 1 2)              87.102
11254      (1 0 1 2 0 0 0)              87.097
11255      (0 0 1 2 1 1 1)              87.093
11256      (1 0 1 2 1 2 1)              87.089
11257      (0 0 1 2 0 0 1)              87.084
11258      (1 0 2 3 2 1 1)              87.081
11259      (1 0 2 3 1 0 1)              87.078
11260      (0 0 4 3 2 1 1)              87.072
11261      (0 0 1 2 1 1 1)              87.068
11262      (0 0 4 6 0 0 1)              87.065
11263      (0 0 4 2 2 2 1)              87.063
11264      (1 0 1 2 0 0 1)              87.059
11265      (1 0 0 0 2 2 1)              87.059
11266      (1 0 2 3 1 2 0)              87.055
11267      (0 0 4 2 2 2 1)              87.052
11268      (0 0 2 3 1 2 1)              87.048
11269      (0 0 2 3 1 2 1)              87.048
11270      (1 0 1 2 1 1 1)              87.045
11271      (0 0 1 2 1 1 1)              87.041
11272      (0 0 4 2 2 2 1)              87.039
11273      (1 0 1 2 1 1 1)              87.037
11274      (1 0 0 0 0 0 0)              87.037
11275      (1 0 1 2 1 1 1)              87.035
11276      (0 0 4 2 2 2 1)              87.032
11277      (1 0 2 3 1 0 1)              87.029
11278      (1 0 1 2 1 1 1)              87.027
11279      (0 0 0 4 1 2 1)              87.023
11280      (1 0 1 2 1 2 1)              87.021
11281      (0 0 2 3 1 2 1)              87.019
11282      (1 0 3 1 1 0 0)              87.013
11283      (1 0 1 2 2 2 1)              87.012
11284      (0 0 4 6 1 1 1)              87.009
11285      (1 0 2 3 1 0 1)              87.007
11286      (0 0 4 3 1 1 1)              87.005
11287      (0 0 4 2 2 2 1)              87.001
11288      (0 0 4 2 2 2 1)              87.000
11289      (0 0 4 2 2 2 1)              86.997
11290      (0 0 4 2 1 1 1)              86.995
11291      (0 0 4 2 2 2 1)              86.992
11292      (1 0 3 1 2 1 2)              86.989
11293      (1 0 1 2 1 1 1)              86.987
11294      (0 0 4 6 1 2 1)              86.983
11295      (1 0 2 3 2 1 2)              86.979
11296      (1 0 1 2 1 1 1)              86.976
11297      (1 0 1 2 1 2 1)              86.974
11298      (1 0 2 3 1 0 1)              86.971
11299      (0 0 4 2 2 2 1)              86.970
11300      (0 0 1 2 2 2 1)              86.965
11301      (1 0 1 2 1 1 1)              86.961
11302      (1 0 1 2 1 1 1)              86.958
11303      (0 0 4 6 1 2 1)              86.954
11304      (0 0 4 2 2 2 1)              86.951
11305      (1 0 2 3 1 0 1)              86.949
11306      (1 0 1 2 1 1 1)              86.947
11307      (1 0 1 2 1 1 1)              86.943
11308      (1 0 1 2 1 1 1)              86.942
11309      (1 0 1 2 1 1 1)              86.941
11310      (0 0 4 2 2 2 1)              86.938
11311      (1 0 1 2 0 0 0)              86.934
11312      (1 0 2 3 1 0 1)              86.933
11313      (1 0 1 2 1 2 1)              86.930
11314      (1 0 1 2 1 1 1)              86.929
11315      (1 0 4 5 2 2 2)              86.926
11316      (1 0 1 2 1 1 1)              86.924
11317      (1 0 2 3 1 0 1)              86.922
11318      (1 0 1 2 2 2 1)              86.921
11319      (1 0 3 1 2 1 2)              86.917
11320      (0 0 1 2 0 0 1)              86.912
11321      (1 0 1 2 1 1 1)              86.909
11322      (1 0 1 2 0 0 0)              86.905
11323      (1 0 1 2 0 0 0)              86.901
11324      (1 0 2 3 1 2 1)              86.900
11325      (0 0 4 2 2 2 1)              86.899
11326      (0 0 4 2 2 2 1)              86.896
11327      (0 0 2 3 2 2 0)              86.892
11328      (0 0 4 6 1 1 1)              86.888
11329      (0 0 4 2 2 2 1)              86.887
11330      (1 0 2 3 1 1 1)              86.884
11331      (1 0 3 1 2 1 2)              86.881
11332      (0 0 0 4 0 1 0)              86.880
11333      (1 0 3 1 2 1 2)              86.879
11334      (0 0 2 3 1 2 1)              86.879
11335      (1 0 2 3 2 1 2)              86.875
11336      (1 0 1 2 1 1 1)              86.872
11337      (0 0 1 2 1 1 1)              86.868
11338      (0 0 4 2 2 2 1)              86.867
11339      (0 0 4 2 2 2 1)              86.864
11340      (1 0 1 2 1 1 1)              86.860
11341      (0 0 4 2 2 2 1)              86.858
11342      (1 0 2 3 0 0 0)              86.856
11343      (0 0 4 3 2 1 1)              86.851
11344      (0 0 2 3 1 2 1)              86.849
11345      (0 0 4 5 2 1 1)              86.843
11346      (0 0 1 2 1 1 1)              86.840
11347      (1 0 1 2 1 1 1)              86.837
11348      (1 0 2 3 1 0 1)              86.836
11349      (0 0 4 3 2 1 1)              86.830
11350      (1 0 1 2 0 0 0)              86.827
11351      (0 0 2 3 2 2 0)              86.823
11352      (0 0 0 4 0 1 0)              86.816
11353      (0 0 0 4 1 2 0)              86.815
11354      (0 0 4 2 2 2 1)              86.812
11355      (1 0 1 2 1 1 1)              86.810
11356      (1 0 2 3 0 0 0)              86.808
11357      (1 0 1 2 1 0 1)              86.806
11358      (1 0 1 2 1 1 1)              86.802
11359      (1 0 1 2 1 1 1)              86.799
11360      (1 0 1 2 1 1 1)              86.797
11361      (1 0 1 2 1 1 1)              86.791
11362      (1 0 1 2 1 1 1)              86.789
11363      (1 0 1 2 1 2 1)              86.788
11364      (1 0 1 2 1 1 1)              86.785
11365      (1 0 1 2 1 1 1)              86.782
11366      (1 0 1 2 1 2 1)              86.778
11367      (1 0 1 2 1 2 1)              86.777
11368      (1 0 2 3 1 0 1)              86.774
11369      (0 0 4 3 2 1 1)              86.769
11370      (1 0 2 3 1 0 1)              86.767
11371      (1 0 3 1 2 1 2)              86.763
11372      (1 0 1 2 1 2 1)              86.760
11373      (1 0 2 3 1 2 0)              86.756
11374      (1 0 1 2 1 1 1)              86.754
11375      (1 0 1 2 1 2 1)              86.750
11376      (1 0 1 2 1 1 1)              86.746
11377      (1 0 3 1 2 1 2)              86.743
11378      (0 0 4 2 2 2 1)              86.740
11379      (1 0 1 2 1 2 1)              86.738
11380      (0 0 4 6 1 2 1)              86.737
11381      (1 0 1 2 1 2 1)              86.736
11382      (0 0 1 2 0 0 1)              86.730
11383      (1 0 2 3 1 0 1)              86.728
11384      (1 0 1 2 1 1 1)              86.725
11385      (1 0 3 1 2 1 2)              86.723
11386      (1 0 0 0 1 2 1)              86.721
11387      (0 0 4 2 2 2 1)              86.720
11388      (1 0 1 2 1 2 1)              86.719
11389      (1 0 1 2 1 1 1)              86.716
11390      (1 0 1 2 1 2 1)              86.713
11391      (1 0 3 1 2 1 2)              86.709
11392      (1 0 0 0 1 2 0)              86.706
11393      (1 0 1 2 1 2 1)              86.701
11394      (1 0 3 1 2 1 2)              86.697
11395      (1 0 2 3 1 0 1)              86.694
11396      (1 0 1 2 1 1 1)              86.690
11397      (1 0 2 3 1 0 1)              86.688
11398      (1 0 1 2 1 2 1)              86.686
11399      (1 0 0 0 1 2 0)              86.685
11400      (1 0 1 2 0 0 1)              86.681
11401      (1 0 2 3 2 1 2)              86.676
11402      (0 0 4 2 2 2 1)              86.673
11403      (1 0 1 2 1 1 1)              86.671
11404      (0 0 4 2 2 2 1)              86.668
11405      (1 0 1 2 1 2 1)              86.667
11406      (1 0 2 3 1 2 1)              86.663
11407      (0 0 4 2 2 2 1)              86.660
11408      (1 0 1 2 1 2 1)              86.659
11409      (0 0 4 5 2 1 1)              86.654
11410      (1 0 1 2 1 1 1)              86.653
11411      (1 0 3 1 2 1 2)              86.649
11412      (1 0 4 5 2 2 2)              86.647
11413      (1 0 0 0 2 2 1)              86.644
11414      (0 0 4 3 2 1 1)              86.638
11415      (1 0 3 1 2 1 2)              86.633
11416      (1 0 0 0 1 2 1)              86.632
11417      (0 0 1 2 1 1 1)              86.628
11418      (0 0 4 2 2 2 1)              86.626
11419      (0 0 4 3 2 1 1)              86.619
11420      (0 0 4 3 2 1 1)              86.614
11421      (1 0 1 2 1 2 1)              86.612
11422      (0 0 4 5 2 1 1)              86.607
11423      (1 0 2 3 1 0 1)              86.605
11424      (1 0 1 2 1 1 1)              86.603
11425      (0 0 2 3 1 2 1)              86.603
11426      (1 0 1 2 1 1 1)              86.600
11427      (0 0 4 2 2 2 1)              86.596
11428      (1 0 2 3 1 0 1)              86.594
11429      (1 0 1 2 1 1 1)              86.591
11430      (0 0 4 2 2 2 1)              86.588
11432      (1 0 1 2 1 2 1)              86.586
11433      (0 1 4 6 2 2 2)              86.581
11434      (1 0 3 1 2 1 2)              86.578
11435      (1 0 1 2 1 1 1)              86.573
11436      (1 0 1 2 1 1 1)              86.569
11437      (0 0 2 3 1 2 1)              86.569
11438      (1 0 2 3 1 0 1)              86.568
11439      (1 0 1 2 1 2 1)              86.566
11440      (1 0 1 2 1 1 1)              86.564
11441      (1 0 1 2 1 2 1)              86.563
11442      (1 0 1 2 1 1 1)              86.560
11443      (0 0 4 5 2 2 1)              86.557
11444      (0 0 4 2 2 2 1)              86.555
11445      (1 0 1 2 1 2 1)              86.550
11446      (1 0 2 3 1 0 1)              86.547
11447      (0 0 2 3 1 1 1)              86.542
11448      (0 0 4 2 2 2 1)              86.540
11449      (1 0 1 2 1 1 1)              86.536
11450      (1 0 2 3 2 2 1)              86.536
11451      (1 0 1 2 0 0 0)              86.532
11452      (0 0 1 2 1 1 1)              86.528
11453      (1 0 2 3 1 1 1)              86.524
11454      (1 0 2 3 1 2 1)              86.522
11455      (1 0 3 1 2 1 2)              86.517
11456      (0 0 0 4 0 1 0)              86.515
11457      (1 0 1 2 1 1 1)              86.513
11458      (1 0 1 2 0 0 1)              86.510
11459      (0 0 2 3 1 2 1)              86.506
11460      (0 0 4 2 2 2 1)              86.504
11461      (0 0 1 2 2 2 1)              86.499
11462      (1 0 3 1 2 1 2)              86.496
11463      (0 0 4 5 2 1 1)              86.494
11464      (1 0 2 3 1 0 1)              86.491
11465      (0 0 1 2 0 0 1)              86.486
11466      (0 0 4 5 2 1 1)              86.481
11467      (0 0 2 3 1 2 1)              86.477
11468      (1 0 1 2 1 1 1)              86.474
11469      (1 0 2 3 1 0 1)              86.472
11470      (0 0 4 3 1 1 1)              86.471
11471      (1 0 3 1 2 1 2)              86.468
11472      (1 0 1 2 1 2 1)              86.465
11473      (1 0 1 2 1 2 1)              86.464
11474      (1 0 1 2 1 1 1)              86.462
11475      (1 0 1 2 1 1 1)              86.460
11476      (1 0 1 2 1 2 1)              86.456
11477      (0 0 1 2 1 1 0)              86.450
11478      (1 0 0 0 0 0 0)              86.450
11479      (1 0 2 3 1 2 1)              86.449
11480      (0 0 4 6 1 2 1)              86.449
11481      (1 0 1 2 1 2 1)              86.445
11482      (1 0 1 2 1 2 1)              86.444
11483      (0 0 4 2 2 2 1)              86.441
11484      (1 0 1 2 1 1 1)              86.436
11485      (0 0 1 2 0 0 1)              86.432
11486      (1 0 3 1 2 1 2)              86.430
11487      (0 0 4 2 2 2 1)              86.427
11488      (1 0 3 1 2 1 2)              86.426
11489      (1 0 1 2 1 1 1)              86.423
11490      (1 0 2 3 1 0 1)              86.421
11491      (1 0 3 1 2 1 2)              86.416
11492      (1 0 1 2 1 1 1)              86.411
11493      (1 0 1 2 1 1 1)              86.408
11494      (1 0 0 0 2 2 1)              86.407
11495      (1 0 0 0 2 2 1)              86.405
11496      (1 0 2 3 2 1 2)              86.402
11497      (1 0 3 1 2 1 2)              86.399
11498      (1 0 1 2 1 2 1)              86.397
11499      (1 0 3 1 2 1 2)              86.394
11500      (1 0 1 2 1 1 1)              86.391
11501      (1 0 2 3 2 1 2)              86.388
11502      (0 0 4 2 2 2 1)              86.386
11503      (0 0 2 3 1 2 1)              86.386
11504      (1 0 1 2 1 1 1)              86.384
11505      (0 0 1 2 0 0 1)              86.379
11506      (0 0 1 2 0 0 1)              86.374
11507      (0 0 4 2 2 2 1)              86.371
11508      (1 0 2 3 2 1 2)              86.367
11509      (1 0 1 2 1 0 1)              86.365
11510      (0 0 4 2 2 2 1)              86.362
11511      (1 0 3 1 2 1 2)              86.358
11512      (1 0 2 3 1 0 1)              86.356
11513      (0 0 4 2 2 2 1)              86.353
11514      (0 0 1 2 1 1 1)              86.348
11515      (0 1 4 6 0 0 1)              86.345
11516      (0 0 1 2 1 1 1)              86.341
11517      (0 0 4 2 1 2 1)              86.338
11518      (0 0 4 2 2 2 1)              86.333
11519      (1 0 2 3 1 0 1)              86.331
11520      (0 0 4 2 2 2 1)              86.327
11521      (1 0 1 2 1 1 1)              86.324
11522      (0 0 4 2 2 2 1)              86.322
11523      (1 0 1 2 1 1 1)              86.318
11524      (0 0 1 2 0 0 1)              86.313
11525      (0 0 4 2 2 2 1)              86.312
11526      (0 0 4 6 1 2 1)              86.307
11527      (1 0 1 2 1 1 1)              86.304
11528      (1 0 1 2 2 2 1)              86.303
11529      (0 0 1 2 0 0 1)              86.298
11530      (0 0 4 2 2 2 1)              86.294
11531      (1 0 3 1 2 1 2)              86.292
11532      (1 0 2 3 2 1 2)              86.288
11533      (1 0 1 2 1 1 1)              86.285
11534      (1 0 3 1 2 1 2)              86.283
11535      (1 0 1 2 1 1 1)              86.280
11536      (0 0 4 3 2 1 1)              86.274
11537      (1 0 1 2 1 1 1)              86.269
11538      (1 0 3 1 2 1 2)              86.266
11539      (1 0 1 2 1 1 1)              86.264
11540      (0 0 4 2 2 2 1)              86.261
11541      (1 0 1 2 1 1 1)              86.259
11542      (1 0 1 2 1 1 1)              86.256
11543      (1 0 1 2 1 0 1)              86.255
11544      (0 0 4 2 2 2 1)              86.252
11545      (1 0 3 1 2 1 2)              86.251
11546      (0 0 4 5 2 1 1)              86.246
11547      (1 0 1 2 1 2 1)              86.241
11548      (1 0 1 2 1 1 1)              86.236
11549      (1 0 1 2 1 2 1)              86.234
11550      (0 0 2 3 2 2 2)              86.234
11551      (1 0 2 3 2 1 2)              86.230
11552      (0 0 4 2 2 2 1)              86.227
11553      (1 0 0 0 2 2 1)              86.222
11554      (1 0 1 2 1 1 1)              86.221
11555      (1 0 2 3 2 1 2)              86.221
11556      (0 0 4 6 0 0 1)              86.218
11557      (0 0 4 2 2 2 1)              86.217
11558      (1 0 1 2 0 0 0)              86.212
11559      (1 0 2 3 1 0 1)              86.210
11560      (1 0 4 5 2 2 2)              86.208
11561      (1 0 4 5 2 2 2)              86.207
11562      (1 0 4 5 2 2 2)              86.206
11563      (0 0 4 5 1 1 1)              86.201
11564      (1 0 3 1 2 1 2)              86.198
11565      (1 0 2 3 2 1 2)              86.195
11566      (0 0 1 2 0 0 1)              86.190
11567      (0 0 1 2 1 1 1)              86.185
11568      (1 0 3 1 2 1 2)              86.182
11569      (1 0 2 3 1 2 1)              86.181
11570      (1 0 3 1 2 1 2)              86.176
11571      (0 0 0 4 1 2 0)              86.172
11572      (1 0 1 2 1 2 1)              86.171
11573      (1 0 1 2 1 1 1)              86.168
11574      (1 0 3 1 2 1 2)              86.166
11575      (0 0 1 2 1 1 1)              86.162
11576      (0 0 4 3 2 1 1)              86.157
11577      (1 0 1 2 1 1 1)              86.154
11578      (1 0 2 3 1 0 1)              86.152
11579      (0 0 0 4 1 2 0)              86.148
11580      (1 0 1 2 0 0 1)              86.144
11581      (0 0 1 2 1 1 1)              86.141
11582      (0 0 4 3 2 1 1)              86.136
11583      (1 0 1 2 1 1 1)              86.131
11584      (0 0 4 6 1 1 1)              86.129
11585      (1 0 3 1 2 1 2)              86.126
11586      (1 0 1 2 1 1 1)              86.121
11587      (1 0 1 2 1 1 1)              86.117
11588      (1 0 1 2 1 2 1)              86.115
11589      (1 0 2 3 1 1 1)              86.114
11590      (1 0 1 2 1 1 1)              86.112
11591      (1 0 1 2 1 1 1)              86.108
11592      (1 0 1 2 1 1 1)              86.106
11593      (0 0 4 6 0 0 1)              86.102
11594      (1 0 1 2 1 2 1)              86.101
11595      (1 0 3 1 2 1 2)              86.097
11596      (0 0 2 3 2 0 2)              86.091
11597      (1 0 2 3 1 2 1)              86.090
11598      (1 0 1 2 1 1 1)              86.085
11599      (1 0 1 2 1 1 1)              86.081
11600      (0 0 1 2 0 0 1)              86.076
11601      (1 0 1 2 1 1 1)              86.071
11602      (1 0 2 3 1 2 1)              86.070
11603      (1 0 1 2 1 1 1)              86.067
11604      (0 0 4 2 2 2 1)              86.065
11605      (1 0 3 1 2 1 2)              86.062
11606      (1 0 2 3 1 0 1)              86.060
11607      (1 0 1 2 1 2 1)              86.057
11608      (0 1 0 0 2 2 1)              86.055
11609      (1 0 2 3 1 2 0)              86.052
11610      (0 0 4 2 2 2 1)              86.050
11611      (1 0 3 1 2 1 2)              86.047
11612      (1 0 1 2 1 1 1)              86.045
11613      (0 0 4 2 2 2 1)              86.042
11614      (0 0 4 5 2 1 1)              86.038
11615      (1 0 2 3 1 2 0)              86.035
11616      (1 0 3 1 2 1 2)              86.033
11617      (1 0 2 3 1 0 1)              86.031
11618      (1 0 3 1 2 1 2)              86.028
11619      (1 0 1 2 1 2 1)              86.026
11620      (1 0 1 2 1 2 1)              86.023
11621      (1 0 1 2 1 2 1)              86.022
11622      (1 0 1 2 1 2 1)              86.021
11623      (1 0 1 2 1 1 1)              86.018
11624      (0 0 2 3 2 0 2)              86.017
11625      (1 0 3 1 2 1 2)              86.013
11626      (1 0 1 2 1 1 1)              86.009
11627      (1 0 1 2 1 1 1)              86.007
11628      (1 0 2 3 2 1 2)              86.004
11629      (1 0 1 2 1 1 1)              85.999
11630      (0 0 4 2 2 2 1)              85.996
11631      (1 0 1 2 1 2 1)              85.995
11632      (0 0 4 3 2 1 1)              85.991
11633      (1 0 3 1 2 1 2)              85.989
11634      (0 0 4 2 2 2 1)              85.986
11635      (1 0 2 3 2 1 2)              85.982
11636      (0 0 4 2 2 2 1)              85.978
11637      (1 0 1 2 0 0 1)              85.974
11638      (1 0 1 2 1 1 1)              85.971
11639      (0 0 4 6 1 2 1)              85.971
11640      (1 0 4 5 2 2 2)              85.969
11641      (0 1 0 0 2 2 1)              85.966
11642      (0 0 1 2 1 1 0)              85.960
11643      (0 0 4 2 2 2 1)              85.958
11644      (1 0 1 2 0 0 1)              85.954
11645      (0 0 4 6 1 2 1)              85.950
11646      (1 0 3 1 2 1 2)              85.948
11647      (1 0 1 2 0 0 1)              85.945
11648      (0 0 4 6 0 0 1)              85.943
11649      (1 0 1 2 1 1 1)              85.939
11650      (0 0 4 5 2 1 1)              85.935
11651      (1 0 1 2 0 0 0)              85.932
11652      (0 0 4 6 2 2 1)              85.929
11653      (1 0 1 2 1 2 1)              85.928
11654      (0 0 4 3 2 1 1)              85.923
11655      (1 0 2 3 1 0 1)              85.919
11656      (1 0 3 1 2 1 2)              85.917
11657      (1 0 1 2 1 1 1)              85.914
11658      (0 0 4 2 1 2 1)              85.912
11659      (1 0 3 1 2 1 2)              85.911
11660      (1 0 3 1 2 1 2)              85.908
11661      (0 0 0 4 0 1 0)              85.902
11662      (0 1 0 0 2 2 1)              85.900
11663      (1 0 2 3 1 0 1)              85.897
11664      (0 0 4 3 2 1 1)              85.892
11665      (1 0 1 2 1 1 1)              85.890
11666      (0 0 4 6 1 2 1)              85.885
11667      (0 0 1 2 1 1 1)              85.881
11668      (1 0 1 2 1 1 1)              85.879
11669      (0 0 4 6 1 1 1)              85.876
11670      (1 0 2 3 2 1 2)              85.873
11671      (0 0 4 5 2 1 1)              85.868
11672      (1 0 2 3 1 0 1)              85.865
11673      (1 0 2 3 2 2 1)              85.865
11674      (1 0 2 3 2 1 1)              85.863
11675      (0 0 4 2 2 2 1)              85.858
11676      (1 0 1 2 1 2 1)              85.855
11677      (1 0 1 2 1 1 1)              85.853
11678      (0 0 4 3 2 1 1)              85.848
11679      (0 0 4 2 2 2 1)              85.845
11680      (1 0 2 3 1 0 1)              85.847
11681      (0 0 0 4 1 2 0)              85.842
11682      (1 0 2 3 1 2 0)              85.838
11683      (0 0 1 2 0 0 1)              85.833
11684      (0 0 4 2 2 2 1)              85.831
11685      (1 0 0 0 1 1 1)              85.828
11686      (0 0 4 2 2 2 1)              85.826
11687      (0 0 4 3 2 1 1)              85.821
11688      (0 0 4 2 2 2 1)              85.818
11689      (0 0 4 2 2 2 1)              85.816
11690      (0 0 4 5 2 1 1)              85.812
11691      (0 0 4 5 2 1 1)              85.809
11692      (1 0 0 0 0 0 0)              85.809
11693      (0 0 4 5 2 1 1)              85.804
11694      (1 0 1 2 1 1 1)              85.801
11695      (1 0 3 1 2 1 2)              85.799
11696      (1 0 1 2 1 2 1)              85.798
11697      (1 0 1 2 1 1 1)              85.795
11698      (1 0 1 2 1 2 1)              85.794
11699      (1 0 2 3 2 2 1)              85.794
11700      (0 0 4 2 2 2 1)              85.791
11701      (0 0 4 2 2 2 1)              85.789
11702      (1 0 2 3 2 1 2)              85.785
11703      (1 0 1 2 1 1 1)              85.783
11704      (1 0 0 0 1 0 1)              85.783
11705      (1 0 1 2 1 1 1)              85.780
11706      (1 0 2 3 2 2 1)              85.780
11707      (1 0 1 2 1 2 1)              85.778
11708      (1 0 0 0 1 2 0)              85.774
11709      (1 0 4 5 2 2 2)              85.773
11710      (1 0 2 3 1 0 1)              85.769
11711      (1 0 1 2 0 0 1)              85.766
11712      (1 0 1 2 1 1 1)              85.762
11713      (1 0 1 2 1 1 1)              85.757
11714      (0 0 1 2 0 0 1)              85.752
11715      (0 0 1 2 0 0 1)              85.747
11716      (1 0 3 1 2 1 2)              85.745
11717      (0 0 4 2 2 2 1)              85.742
11718      (1 0 1 2 1 2 1)              85.741
11719      (1 0 2 3 1 2 1)              85.742
11720      (1 0 1 2 1 1 1)              85.739
11721      (1 0 4 5 2 2 2)              85.737
11722      (0 0 1 2 1 1 1)              85.733
11723      (0 0 1 2 1 1 1)              85.729
11724      (1 0 1 2 1 1 1)              85.726
11725      (1 0 2 3 1 2 0)              85.723
11726      (1 0 1 2 1 2 1)              85.722
11727      (0 0 4 6 0 0 1)              85.718
11728      (0 0 4 6 0 0 1)              85.713
11729      (1 0 1 2 1 1 1)              85.712
11730      (1 0 1 2 1 1 1)              85.708
11731      (1 0 2 3 2 2 1)              85.703
11732      (1 0 1 2 1 1 1)              85.701
11733      (0 0 4 2 2 2 1)              85.698
11734      (0 0 4 3 2 1 1)              85.692
11735      (0 0 2 3 1 2 1)              85.687
11736      (1 0 2 3 2 1 2)              85.684
11737      (0 0 4 2 1 2 1)              85.681
11738      (1 0 3 1 2 1 2)              85.676
11739      (1 0 3 1 2 1 2)              85.672
11740      (0 0 1 2 1 1 1)              85.668
11741      (1 0 4 5 2 2 2)              85.667
11742      (0 0 4 6 1 2 1)              85.662
11743      (1 0 2 3 2 1 2)              85.658
11744      (1 0 3 1 2 1 2)              85.653
11745      (1 0 3 1 2 1 2)              85.650
11746      (0 0 4 2 2 2 1)              85.647
11747      (1 0 0 0 2 2 1)              85.645
11748      (1 0 1 2 1 2 1)              85.642
11749      (1 0 2 3 1 0 1)              85.640
11750      (0 0 4 2 1 2 1)              85.636
11751      (1 0 2 3 1 0 1)              85.634
11752      (0 0 2 3 2 0 2)              85.628
11753      (1 0 1 2 1 2 1)              85.625
11754      (1 0 3 1 2 1 2)              85.622
11755      (0 0 4 2 2 2 1)              85.619
11756      (1 0 1 2 1 2 1)              85.617
11757      (0 0 4 6 1 2 1)              85.614
11758      (1 0 2 3 1 0 1)              85.613
11759      (1 0 1 2 1 2 1)              85.610
11760      (0 0 1 2 1 1 1)              85.605
11761      (0 0 1 2 0 0 1)              85.600
11762      (0 0 4 2 2 2 1)              85.597
11763      (1 0 2 3 1 1 1)              85.595
11764      (1 0 2 3 1 2 1)              85.596
11765      (0 0 4 2 2 2 1)              85.594
11766      (1 0 2 3 1 1 1)              85.591
11767      (0 0 4 2 2 2 1)              85.589
11768      (1 0 2 3 1 1 1)              85.589
11769      (0 0 4 2 2 2 1)              85.587
11770      (1 0 2 3 2 2 1)              85.587
11771      (1 0 3 1 2 1 2)              85.584
11772      (1 0 2 3 1 2 1)              85.583
11773      (1 0 1 2 1 2 1)              85.581
11774      (1 0 2 3 2 2 1)              85.581
11775      (1 0 1 2 1 1 1)              85.577
11776      (1 0 2 3 2 1 2)              85.577
11777      (0 0 4 2 2 2 1)              85.575
11778      (1 0 3 1 2 1 2)              85.572
11779      (1 0 1 2 1 1 1)              85.570
11780      (0 0 4 2 2 2 1)              85.567
11781      (0 0 1 2 2 2 1)              85.564
11782      (1 0 1 2 1 2 1)              85.561
11783      (1 0 3 1 2 1 2)              85.559
11784      (1 0 1 2 1 1 1)              85.554
11785      (0 0 4 2 2 2 1)              85.552
11786      (0 0 4 2 2 2 1)              85.549
11787      (1 0 2 3 1 2 0)              85.547
11788      (1 0 1 2 1 2 1)              85.546
11789      (0 0 4 2 2 2 1)              85.542
11790      (1 0 2 3 2 1 2)              85.538
11791      (1 0 3 1 2 1 2)              85.533
11792      (1 0 3 1 2 1 2)              85.531
11793      (1 0 3 1 2 1 2)              85.527
11794      (1 0 3 1 2 1 2)              85.524
11795      (1 0 1 2 1 1 1)              85.521
11796      (0 0 1 2 1 1 1)              85.518
11797      (1 0 1 2 1 2 1)              85.513
11798      (1 0 3 1 2 1 2)              85.510
11799      (1 0 1 2 1 1 1)              85.507
11800      (1 0 3 1 2 1 2)              85.504
11801      (1 0 1 2 1 1 1)              85.502
11802      (1 0 2 3 2 1 2)              85.497
11803      (1 0 1 2 0 0 1)              85.494
11804      (1 0 1 2 1 2 1)              85.492
11805      (0 0 4 3 1 1 1)              85.491
11806      (0 0 4 6 1 2 1)              85.490
11807      (1 0 1 2 1 1 1)              85.488
