sample_id,pred_task1,pred_task2,pred_task3,pred_task4,pred_task5,pred_task6,pred_task7
8204,1,0,2,3,2,1,2
8205,0,1,4,6,0,0,1
8206,1,0,1,2,0,0,1
8207,1,0,2,3,2,1,2
8208,1,0,1,2,1,1,1
8209,1,0,2,3,2,1,2
8210,1,0,2,3,2,1,2
8211,1,0,2,3,2,1,2
8212,1,0,2,3,2,1,2
8213,1,0,3,1,2,1,2
8214,1,0,3,1,2,1,2
8215,1,0,3,1,2,1,2
8216,1,0,1,2,1,2,1
8217,1,0,3,1,2,1,2
8218,1,0,3,1,2,1,2
8219,1,0,1,2,1,1,1
8220,1,0,2,3,2,1,2
8221,1,0,3,1,2,1,2
8222,1,0,3,1,2,1,2
8223,1,0,2,3,2,1,2
8224,1,0,2,3,2,1,2
8225,1,0,2,3,2,1,2
8226,1,0,2,3,2,1,1
8227,1,0,2,3,2,1,2
8228,1,0,2,3,2,1,2
8229,1,0,3,1,2,1,2
8230,1,0,3,1,2,1,2
8231,1,0,2,3,2,1,2
8232,1,0,3,1,2,1,2
8233,1,0,1,2,1,1,1
8234,1,0,1,2,1,2,1
8235,1,0,3,1,2,1,2
8236,1,0,2,3,2,1,2
8237,1,0,3,1,2,1,2
8238,1,0,2,3,2,1,2
8239,1,0,3,1,2,1,2
8240,1,0,3,1,2,1,2
8241,1,0,1,2,1,1,1
8242,1,0,1,2,1,2,1
8243,1,0,2,3,2,1,2
8244,1,0,3,1,2,1,2
8245,1,0,3,1,2,1,2
8246,0,0,4,3,2,1,1
8247,1,0,2,3,2,1,2
8248,1,0,1,2,1,2,1
8249,0,0,4,6,0,0,1
8250,1,0,1,2,1,1,1
8251,1,0,3,1,2,1,2
8252,1,0,2,3,2,1,2
8253,1,0,2,3,2,1,2
8254,1,0,3,1,2,1,2
8255,1,0,1,2,1,1,1
8256,1,0,2,3,2,1,2
8257,1,0,2,3,2,1,2
8258,1,0,3,1,2,1,2
8259,1,0,1,2,1,1,1
8260,1,0,2,3,2,1,2
8261,1,0,2,3,2,1,2
8262,0,0,1,2,1,1,1
8263,1,0,1,2,1,1,1
8264,1,0,3,1,2,1,2
8265,1,0,2,3,2,1,2
8266,1,0,2,3,2,1,1
8267,1,0,1,2,1,2,1
8268,1,0,2,3,2,1,2
8269,0,0,1,2,1,1,1
8270,1,0,3,1,2,1,2
8271,1,0,3,1,2,1,2
8272,1,0,3,1,2,1,2
8273,0,0,4,6,1,2,1
8274,1,0,2,3,2,1,2
8275,1,0,2,3,2,1,2
8276,1,0,2,3,2,1,2
8277,1,0,2,3,1,2,1
8278,1,0,2,3,2,1,2
8279,1,0,2,3,2,1,2
8280,1,0,3,1,2,1,2
8281,1,0,2,3,2,1,2
8282,1,0,3,1,2,1,2
8283,1,0,3,1,2,1,2
8284,1,0,2,3,2,1,2
8285,1,0,3,1,1,1,1
8286,1,0,1,2,1,1,1
8287,0,0,2,3,1,2,1
8288,0,0,1,2,2,2,1
8289,1,0,3,1,2,1,2
8290,1,0,1,2,1,1,1
8291,1,0,1,2,1,2,1
8292,1,0,2,3,2,1,2
8293,1,0,2,3,2,1,2
8294,1,0,2,3,2,1,2
8295,1,0,1,2,1,2,1
8296,1,0,3,1,1,1,1
8297,0,1,4,6,0,0,1
8298,0,0,1,2,1,1,1
8299,1,0,2,3,2,1,2
8300,1,0,1,2,1,2,1
8301,1,0,1,2,1,1,1
8302,1,0,2,3,2,1,2
8303,1,0,2,3,2,1,2
8304,1,0,1,2,1,1,1
8305,1,0,2,3,2,1,2
8306,1,0,1,2,1,1,1
8307,1,0,3,1,2,1,2
8308,0,0,2,3,2,0,2
8309,1,0,2,3,2,1,2
8310,1,0,1,2,1,2,1
8311,1,0,2,3,2,1,2
8312,1,0,2,3,2,1,2
8313,1,0,3,1,2,1,2
8314,1,0,2,3,2,1,2
8315,1,0,3,1,2,1,2
8316,1,0,3,1,2,1,2
8317,1,0,3,1,2,1,2
8318,1,0,2,3,2,1,2
8319,1,0,2,3,2,1,2
8320,1,0,1,2,1,1,1
8321,1,0,2,3,2,1,2
8322,1,0,2,3,1,2,1
8323,0,0,4,6,0,0,1
8324,1,0,2,3,2,1,2
8325,1,0,2,3,2,1,2
8326,1,0,3,1,2,1,2
8327,0,0,0,4,0,1,0
8328,0,0,4,6,0,0,1
8329,0,0,4,3,2,1,1
8330,1,0,2,3,2,1,2
8331,1,0,3,1,2,1,2
8332,1,0,1,2,1,1,1
8333,1,0,3,1,2,1,2
8334,1,0,3,1,2,1,2
8335,1,0,2,3,2,1,2
8336,1,0,2,3,2,1,2
8337,1,0,2,3,2,1,2
8338,1,0,2,3,2,1,2
8339,0,0,1,2,0,0,1
8340,1,0,3,1,2,1,2
8341,1,0,3,1,2,1,2
8342,1,0,2,3,2,1,2
8343,1,0,3,1,2,1,2
8344,1,0,2,3,2,1,2
8345,1,0,2,3,2,1,2
8346,1,0,2,3,2,1,2
8347,1,0,1,2,1,1,1
8348,1,0,3,1,2,1,2
8349,1,0,2,3,2,1,2
8350,1,0,3,1,2,1,2
8351,1,0,2,3,2,1,2
8352,1,0,2,3,2,1,2
8353,1,0,1,2,1,1,1
8354,1,0,2,3,2,1,2
8355,1,0,1,2,1,1,1
8356,1,0,3,1,2,1,2
8357,1,0,1,2,1,2,1
8358,1,0,2,3,2,1,2
8359,1,0,2,3,2,1,2
8360,1,0,2,3,2,1,2
8361,1,0,2,3,2,1,2
8362,1,0,2,3,2,1,2
8363,1,0,2,3,2,1,2
8364,1,0,1,2,1,1,1
8365,1,0,2,3,2,1,2
8366,1,0,3,1,2,1,2
8367,1,0,2,3,1,2,1
8368,1,0,2,3,2,1,2
8369,1,0,1,2,1,1,1
8370,1,0,3,1,2,1,2
8371,1,0,3,1,2,1,2
8372,1,0,1,2,1,1,1
8373,1,0,1,2,1,2,1
8374,1,0,3,1,2,1,2
8375,1,0,2,3,2,1,2
8376,1,0,3,1,2,1,2
8377,1,0,3,1,2,1,2
8378,1,0,3,1,2,1,2
8379,1,0,2,3,1,1,1
8380,1,0,2,3,2,1,2
8381,1,0,1,2,1,1,1
8382,1,0,3,1,2,1,2
8383,1,0,2,3,2,1,2
8384,1,0,3,1,2,1,2
8385,0,0,4,5,0,0,1
8386,1,0,3,1,2,1,2
8387,1,0,3,1,2,1,2
8388,1,0,1,2,1,1,1
8389,1,0,1,2,1,1,1
8390,1,0,2,3,2,1,2
8391,1,0,1,2,1,1,1
8392,0,0,4,6,1,2,1
8393,1,0,4,5,2,2,2
8394,1,0,1,2,1,1,1
8395,1,0,2,3,2,1,2
8396,1,0,2,3,2,1,2
8397,0,0,1,2,0,0,1
8398,1,0,3,1,2,1,2
8399,1,0,1,2,1,2,1
8400,1,0,3,1,2,1,2
8401,1,0,1,2,1,2,0
8402,1,0,2,3,2,1,2
8403,1,0,2,3,2,1,2
8404,1,0,2,3,2,1,2
8405,1,0,2,3,2,1,2
8406,1,0,2,3,2,1,2
8407,1,0,2,3,2,1,2
8408,1,0,2,3,2,1,2
8409,1,0,3,1,2,1,2
8410,1,0,3,1,2,1,2
8411,1,0,3,1,2,1,2
8412,1,0,1,2,1,1,1
8413,1,0,3,1,2,1,2
8414,1,0,1,2,1,1,1
8415,1,0,3,1,2,1,2
8416,1,0,3,1,2,1,2
8417,1,0,2,3,2,1,2
8418,1,0,3,1,2,1,2
8419,1,0,2,3,2,1,2
8420,1,0,1,2,0,0,1
8421,1,0,2,3,2,1,2
8422,1,0,2,3,2,1,2
8423,0,0,2,3,1,1,1
8424,1,0,2,3,2,1,2
8425,1,0,2,3,2,1,2
8426,1,0,1,2,1,1,1
8427,1,0,2,3,2,1,2
8428,1,0,2,3,2,1,2
8429,1,0,2,3,2,1,2
8430,1,0,2,3,2,1,2
8431,1,0,2,3,2,1,2
8432,1,0,1,2,1,2,1
8433,1,0,3,1,2,1,2
8434,1,0,3,1,2,1,2
8435,1,0,2,3,2,1,2
8436,1,0,2,3,2,1,2
8437,1,0,2,3,2,1,2
8438,1,0,3,1,2,1,2
8439,1,0,2,3,2,1,2
8440,1,0,3,1,2,1,2
8441,0,0,1,2,1,1,1
8442,1,0,1,2,1,1,1
8443,1,0,2,3,2,1,2
8444,1,0,2,3,2,1,2
8445,1,0,3,1,2,1,2
8446,1,0,3,1,2,1,2
8447,1,0,2,3,2,1,1
8448,1,0,2,3,2,1,2
8449,1,0,2,3,2,1,2
8450,1,0,2,3,2,1,2
8451,1,0,1,2,1,2,1
8452,1,0,3,1,2,1,2
8453,1,0,2,3,2,1,2
8454,1,0,3,1,2,1,2
8455,1,0,3,1,2,1,2
8456,1,0,3,1,1,1,1
8457,1,0,3,1,2,1,2
8458,1,0,2,3,1,1,1
8459,1,0,2,3,2,1,2
8460,1,0,2,3,2,1,2
8461,1,0,2,3,2,1,2
8462,1,0,2,3,2,1,2
8463,1,0,1,2,1,1,1
8464,1,0,2,3,2,1,2
8465,1,0,2,3,2,1,2
8466,1,0,3,1,2,1,2
8467,1,0,3,1,2,1,2
8468,1,0,2,3,2,1,2
8469,1,0,2,3,2,1,2
8470,1,0,2,3,2,1,2
8471,1,0,3,1,2,1,2
8472,1,0,3,1,2,1,2
8473,1,0,3,1,1,1,1
8474,1,0,1,2,1,1,1
8475,1,0,1,2,1,1,1
8476,1,0,3,1,2,1,2
8477,1,0,2,3,2,1,2
8478,1,0,2,3,2,1,2
8479,1,0,1,2,1,1,1
8480,1,0,1,2,1,1,1
8481,1,0,1,2,1,1,1
8482,1,0,2,3,2,1,2
8483,1,0,3,1,2,1,2
8484,1,0,2,3,2,1,2
8485,1,0,3,1,2,1,2
8486,1,0,2,3,2,1,2
8487,1,0,0,0,1,2,0
8488,1,0,2,3,2,1,2
8489,1,0,0,0,2,2,1
8490,0,0,1,2,1,1,1
8491,1,0,3,1,2,1,2
8492,1,0,2,3,2,1,2
8493,1,0,3,1,2,1,2
8494,1,0,1,2,1,1,1
8495,1,0,1,2,1,1,1
8496,1,0,1,2,1,1,1
8497,1,0,3,1,2,1,2
8498,1,0,3,1,2,1,2
8499,1,0,1,2,1,1,1
8500,1,0,2,3,2,1,2
8501,1,0,2,3,2,1,2
8502,1,0,2,3,2,1,2
8503,1,0,1,2,1,1,1
8504,1,0,3,1,2,1,2
8505,1,0,2,3,2,1,2
8506,1,0,2,3,2,1,2
8507,1,0,3,1,2,1,2
8508,0,0,1,2,1,1,1
8509,1,0,1,2,1,1,1
8510,1,0,2,3,2,1,2
8511,1,0,1,2,1,2,1
8512,0,0,4,3,2,1,1
8513,1,0,2,3,2,1,1
8514,1,0,1,2,1,1,1
8515,1,0,2,3,2,1,2
8516,1,0,2,3,2,1,2
8517,1,0,2,3,2,1,2
8518,1,0,2,3,2,1,2
8519,1,0,2,3,2,1,2
8520,1,0,2,3,2,1,2
8521,1,0,2,3,2,1,2
8522,1,0,3,1,2,1,2
8523,1,0,1,2,1,1,1
8524,1,0,2,3,2,1,2
8525,0,0,4,3,1,1,1
8526,0,0,1,2,1,1,1
8527,1,0,3,1,2,1,2
8528,1,0,2,3,2,1,2
8529,1,0,3,1,2,1,2
8530,1,0,2,3,2,2,1
8531,1,0,3,1,2,1,2
8532,1,0,2,3,2,1,2
8533,1,0,3,1,2,1,2
8534,1,0,1,2,1,1,1
8535,1,0,2,3,2,1,2
8536,1,0,3,1,2,1,2
8537,1,0,2,3,2,1,2
8538,1,0,3,1,2,1,2
8539,1,0,2,3,2,1,2
8540,1,0,0,0,2,2,1
8541,1,0,2,3,2,1,2
8542,0,0,1,2,1,1,1
8543,0,0,1,2,1,1,1
8544,0,0,4,5,2,2,1
8545,1,0,2,3,2,1,2
8546,1,0,2,3,2,1,2
8547,0,0,4,6,0,0,1
8548,1,0,2,3,2,1,2
8549,1,0,1,2,1,1,1
8550,1,0,2,3,2,1,2
8551,1,0,2,3,2,1,2
8552,1,0,2,3,2,1,2
8553,1,0,1,2,1,1,1
8554,1,0,1,2,1,1,1
8555,1,0,1,2,1,1,1
8556,1,0,3,1,2,1,2
8557,1,0,1,2,1,1,1
8558,1,0,3,1,2,1,2
8559,1,0,2,3,2,1,2
8560,1,0,1,2,1,2,1
8561,1,0,1,2,1,2,1
8562,1,0,2,3,1,2,1
8563,1,0,2,3,2,1,2
8564,1,0,1,2,1,1,1
8565,1,0,2,3,2,1,2
8566,1,0,2,3,2,1,2
8567,1,0,1,2,1,1,1
8568,1,0,2,3,2,1,2
8569,1,0,3,1,2,1,2
8570,1,0,1,2,1,2,1
8571,1,0,1,2,1,1,1
8572,1,0,2,3,2,1,2
8573,1,0,2,3,1,1,2
8574,1,0,3,1,2,1,2
8575,1,0,3,1,2,1,2
8576,1,0,1,2,1,1,1
8577,1,0,2,3,2,1,2
8578,1,0,3,1,2,1,2
8579,1,0,3,1,2,1,2
8580,0,0,4,2,2,2,1
8581,1,0,2,3,2,1,2
8582,1,0,3,1,2,1,2
8583,1,0,2,3,2,1,2
8584,1,0,2,3,2,1,2
8585,0,0,4,6,0,0,1
8586,0,0,1,2,1,1,1
8587,1,0,2,3,1,1,1
8588,1,0,1,2,1,1,1
8589,1,0,2,3,2,1,2
8590,1,0,2,3,2,1,2
8591,1,0,2,3,2,1,2
8592,0,0,2,3,1,2,1
8593,1,0,2,3,1,1,2
8594,1,0,3,1,2,1,2
8595,1,0,2,3,2,1,2
8596,1,0,2,3,2,1,2
8597,1,0,3,1,2,1,2
8598,1,0,2,3,2,1,2
8599,1,0,3,1,2,1,2
8600,1,0,2,3,2,1,2
8601,1,0,2,3,2,1,2
8602,1,0,4,5,2,2,2
8603,0,0,1,2,0,0,1
8604,1,0,2,3,2,1,2
8605,1,0,1,2,1,1,1
8606,1,0,2,3,2,1,2
8607,1,0,2,3,2,1,2
8608,1,0,1,2,1,1,1
8609,1,0,1,2,1,1,1
8610,1,0,2,3,2,1,2
8611,1,0,2,3,2,2,1
8612,1,0,2,3,2,1,2
8613,1,0,3,1,2,1,2
8614,1,0,1,2,1,1,1
8615,1,0,2,3,2,1,2
8616,1,0,3,1,2,1,2
8617,1,0,3,1,2,1,2
8618,1,0,2,3,2,1,2
8619,1,0,1,2,1,1,1
8620,1,0,2,3,2,1,2
8621,1,0,3,1,2,1,2
8622,0,0,4,6,0,0,1
8623,1,0,3,1,2,1,2
8624,1,0,1,2,1,2,1
8625,1,0,2,3,2,1,2
8626,1,0,2,3,1,1,1
8627,1,0,2,3,2,1,2
8628,1,0,2,3,2,1,2
8629,0,0,4,3,2,1,1
8630,1,0,2,3,2,1,2
8631,1,0,1,2,1,1,1
8632,1,0,2,3,2,1,2
8633,1,0,3,1,2,1,2
8634,1,0,1,2,1,1,1
8635,1,0,3,1,2,1,2
8636,1,0,2,3,2,1,2
8637,1,0,3,1,2,1,2
8638,1,0,2,3,2,1,2
8639,1,0,2,3,2,1,2
8640,1,0,1,2,1,2,1
8641,1,0,2,3,2,1,2
8642,1,0,3,1,2,1,2
8643,0,0,4,6,1,2,1
8644,1,0,2,3,2,1,2
8645,1,0,2,3,2,1,2
8646,1,0,2,3,2,1,2
8647,1,0,3,1,2,1,2
8648,1,0,2,3,2,1,2
8649,1,0,3,1,2,1,2
8650,1,0,2,3,2,1,2
8651,1,0,1,2,1,2,1
8652,1,0,2,3,2,1,2
8653,0,0,1,2,0,0,1
8654,1,0,3,1,2,1,2
8655,1,0,0,0,1,2,1
8656,1,0,3,1,2,1,2
8657,1,0,1,2,1,2,1
8658,1,0,2,3,2,1,2
8659,1,0,3,1,2,1,2
8660,1,0,3,1,2,1,2
8661,1,0,3,1,2,1,2
8662,1,0,2,3,2,1,2
8663,0,0,1,2,1,1,1
8664,1,0,2,3,2,1,2
8665,1,0,2,3,2,1,2
8666,1,0,1,2,1,1,1
8667,1,0,1,2,1,2,1
8668,1,0,2,3,2,1,2
8669,0,0,4,5,1,1,1
8670,1,0,1,2,0,0,0
8671,1,0,2,3,2,1,2
8672,1,0,2,3,1,1,1
8673,1,0,2,3,2,1,2
8674,1,0,2,3,2,1,2
8675,1,0,3,1,2,1,2
8676,1,0,2,3,2,1,2
8677,1,0,2,3,2,1,2
8678,1,0,2,3,2,1,2
8679,1,0,3,1,2,1,2
8680,1,0,2,3,2,1,2
8681,1,0,1,2,1,2,1
8682,1,0,2,3,1,1,1
8683,1,0,0,0,2,2,1
8684,1,0,3,1,2,1,2
8685,1,0,2,3,1,2,1
8686,1,0,2,3,2,1,2
8687,1,0,2,3,2,1,2
8688,1,0,1,2,1,1,1
8689,1,0,2,3,2,1,2
8690,1,0,3,1,2,1,2
8691,0,0,1,2,1,1,1
8692,1,0,3,1,2,1,2
8693,1,0,2,3,2,1,2
8694,1,0,2,3,2,1,2
8695,1,0,2,3,2,1,2
8696,1,0,1,2,1,1,1
8697,1,0,2,3,2,1,2
8698,1,0,3,1,2,1,2
8699,1,0,2,3,2,1,2
8700,1,0,2,3,2,1,2
8701,1,0,1,2,1,1,1
8702,1,0,2,3,2,1,2
8703,1,0,2,3,2,2,1
8704,1,0,2,3,2,1,2
8705,1,0,2,3,2,1,2
8706,1,0,3,1,2,1,2
8707,1,0,1,2,1,1,1
8708,1,0,3,1,2,1,2
8709,1,0,2,3,2,1,2
8710,1,0,2,3,2,1,2
8711,1,0,2,3,2,1,2
8712,1,0,0,0,1,2,0
8713,1,0,3,1,2,1,2
8714,1,0,2,3,2,1,2
8715,1,0,2,3,2,1,2
8716,1,0,2,3,2,1,2
8717,1,0,2,3,2,1,1
8718,1,0,3,1,2,1,2
8719,1,0,1,2,1,1,1
8720,0,0,2,3,1,2,1
8721,1,0,1,2,1,1,1
8722,1,0,2,3,2,2,1
8723,1,0,3,1,2,1,2
8724,1,0,3,1,2,1,2
8725,1,0,2,3,1,2,1
8726,1,0,2,3,2,1,2
8727,1,0,1,2,1,2,1
8728,1,0,3,1,2,1,2
8729,1,0,3,1,2,1,2
8730,1,0,2,3,2,1,2
8731,1,0,2,3,2,1,2
8732,1,0,2,3,2,1,2
8733,0,1,4,5,2,2,2
8734,1,0,2,3,2,1,2
8735,1,0,2,3,2,1,2
8736,1,0,2,3,2,1,2
8737,1,0,2,3,2,1,2
8738,1,0,2,3,2,1,2
8739,1,0,2,3,2,1,2
8740,1,0,3,1,2,1,2
8741,1,0,2,3,2,1,2
8742,1,0,3,1,2,1,2
8743,1,0,2,3,2,1,2
8744,1,0,3,1,2,1,2
8745,1,0,2,3,2,1,2
8746,1,0,2,3,2,1,2
8747,1,0,2,3,2,1,2
8748,1,0,1,2,1,1,1
8749,0,0,1,2,1,2,1
8750,1,0,2,3,2,1,2
8751,1,0,3,1,2,1,2
8752,1,0,2,3,2,1,2
8753,1,0,1,2,1,1,1
8754,1,0,2,3,2,1,2
8755,1,0,1,2,1,2,1
8756,1,0,2,3,2,1,2
8757,1,0,3,1,1,1,1
8758,1,0,1,2,1,2,1
8759,1,0,2,3,2,1,2
8760,1,0,2,3,2,1,2
8761,1,0,1,2,1,1,1
8762,1,0,2,3,2,1,1
8763,1,0,1,2,1,1,1
8764,1,0,1,2,1,1,1
8765,1,0,3,1,2,1,2
8766,1,0,3,1,2,1,2
8767,1,0,2,3,2,1,2
8768,1,0,2,3,2,1,2
8769,1,0,3,1,2,1,2
8770,1,0,1,2,1,1,1
8771,1,0,2,3,2,1,2
8772,1,0,2,3,2,1,2
8773,1,0,3,1,2,1,2
8774,1,0,2,3,2,1,2
8775,1,0,3,1,2,1,1
8776,1,0,2,3,2,1,2
8777,1,0,2,3,2,1,2
8778,1,0,2,3,2,1,2
8779,1,0,3,1,2,1,2
8780,1,0,2,3,2,1,1
8781,1,0,3,1,2,1,2
8782,1,0,2,3,2,1,2
8783,1,0,2,3,1,2,1
8784,1,0,3,1,2,1,2
8785,0,0,4,5,2,1,1
8786,1,0,2,3,2,1,2
8787,1,0,3,1,2,1,2
8788,1,0,2,3,2,1,1
8789,1,0,1,2,1,1,1
8790,1,0,2,3,2,1,2
8791,1,0,2,3,2,1,2
8792,1,0,2,3,2,1,2
8793,1,0,1,2,1,2,1
8794,1,0,1,2,1,1,1
8795,1,0,2,3,2,1,1
8796,1,0,2,3,2,1,2
8797,1,0,3,1,2,1,2
8798,1,0,2,3,2,1,2
8799,1,0,3,1,2,1,2
8800,1,0,2,3,2,1,2
8801,0,0,1,2,0,0,1
8802,0,0,1,2,1,1,1
8803,1,0,1,2,1,2,1
8804,1,0,2,3,2,1,2
8805,1,0,1,2,1,1,1
8806,1,0,2,3,2,1,2
8807,1,0,1,2,1,2,1
8808,1,0,2,3,2,2,1
8809,1,0,2,3,2,1,2
8810,1,0,2,3,2,1,2
8811,1,0,2,3,2,1,2
8812,1,0,3,1,2,1,2
8813,1,0,3,1,2,1,2
8814,1,0,2,3,2,1,2
8815,1,0,2,3,2,1,2
8816,1,0,2,3,1,2,1
8817,1,0,1,2,1,1,1
8818,0,0,4,3,2,1,1
8819,1,0,2,3,2,1,2
8820,1,0,1,2,1,1,1
8821,1,0,2,3,1,2,1
8822,1,0,2,3,2,1,2
8823,1,0,3,1,1,1,1
8824,1,0,2,3,2,1,2
8825,1,0,3,1,2,1,2
8826,0,0,4,2,2,2,1
8827,1,0,3,1,2,1,2
8828,1,0,3,1,2,1,2
8829,1,0,3,1,2,1,2
8830,1,0,2,3,2,1,2
8831,1,0,2,3,1,2,1
8832,1,0,3,1,2,1,2
8833,1,0,3,1,2,1,2
8834,0,0,4,5,2,1,1
8835,1,0,2,3,2,1,2
8836,1,0,3,1,2,1,2
8837,1,0,2,3,2,1,2
8838,1,0,3,1,2,1,2
8839,1,0,2,3,2,1,2
8840,1,0,2,3,2,1,2
8841,1,0,2,3,2,1,2
8842,1,0,2,3,2,1,2
8843,0,0,2,3,1,1,1
8844,1,0,2,3,2,1,2
8845,1,0,1,2,1,1,1
8846,1,0,1,2,1,2,1
8847,1,0,1,2,1,2,1
8848,1,0,1,2,1,1,1
8849,1,0,2,3,2,1,2
8850,1,0,1,2,1,1,1
8851,1,0,3,1,2,1,2
8852,0,0,2,3,2,2,0
8853,0,0,1,2,0,0,1
8854,1,0,1,2,1,1,1
8855,0,0,4,5,2,1,1
8856,1,0,2,3,2,1,2
8857,1,0,1,2,1,1,1
8858,1,0,3,1,2,1,2
8859,1,0,3,1,2,1,1
8860,1,0,1,2,1,1,1
8861,1,0,2,3,2,1,2
8862,1,0,2,3,2,1,2
8863,1,0,2,3,2,1,2
8864,1,0,2,3,2,1,2
8865,1,0,2,3,2,1,2
8866,1,0,2,3,2,1,2
8867,1,0,2,3,2,1,2
8868,1,0,1,2,1,1,1
8869,1,0,2,3,2,1,2
8870,1,0,2,3,2,1,2
8871,0,0,4,5,2,2,1
8872,1,0,1,2,1,1,1
8873,1,0,3,1,2,1,2
8874,1,0,3,1,2,1,2
8875,1,0,3,1,2,1,2
8876,1,0,3,1,2,1,2
8877,0,0,2,3,1,2,1
8878,0,0,4,5,2,1,1
8879,1,0,1,2,1,2,1
8880,1,0,0,0,2,2,1
8881,1,0,2,3,2,1,2
8882,1,0,3,1,2,1,2
8883,1,0,2,3,2,1,2
8884,1,0,2,3,2,1,2
8885,1,0,2,3,2,1,2
8886,1,0,2,3,2,1,2
8887,1,0,2,3,2,1,2
8888,1,0,2,3,2,1,2
8889,1,0,3,1,2,1,2
8890,1,0,2,3,2,1,2
8891,1,0,1,2,1,2,1
8892,1,0,1,2,1,1,1
8893,1,0,2,3,2,1,2
8894,1,0,3,1,2,1,2
8895,1,0,2,3,2,1,2
8896,1,0,1,2,1,2,1
8897,1,0,3,1,2,1,2
8898,0,0,4,6,1,1,1
8899,1,0,2,3,2,1,2
8900,1,0,2,3,2,1,2
8901,1,0,2,3,2,1,2
8902,1,0,2,3,2,1,2
8903,1,0,2,3,2,1,2
8904,1,0,2,3,2,1,2
8905,1,0,2,3,2,1,2
8906,1,0,1,2,1,2,1
8907,1,0,2,3,2,1,2
8908,1,0,3,1,2,1,2
8909,1,0,1,2,1,1,1
8910,1,0,2,3,2,1,2
8911,1,0,2,3,2,1,2
8912,1,0,2,3,2,1,2
8913,1,0,2,3,2,1,2
8914,1,0,3,1,2,1,2
8915,1,0,2,3,2,1,2
8916,0,0,4,6,1,2,1
8917,0,0,4,2,2,2,1
8918,1,0,3,1,2,1,2
8919,1,0,2,3,2,1,2
8920,1,0,1,2,1,1,1
8921,1,0,3,1,2,1,2
8922,1,0,2,3,2,1,2
8923,0,0,4,3,2,1,1
8924,1,0,3,1,2,1,2
8925,1,0,0,0,2,2,1
8926,1,0,2,3,2,1,2
8927,1,0,3,1,2,1,2
8928,1,0,3,1,2,1,2
8929,1,0,3,1,2,1,2
8930,1,0,2,3,2,1,2
8931,1,0,1,2,1,1,1
8932,0,0,1,2,0,0,1
8933,0,0,1,2,2,2,1
8934,1,0,2,3,2,1,2
8935,0,0,1,2,1,1,1
8936,0,0,4,3,2,1,1
8937,1,0,2,3,2,1,2
8938,1,0,3,1,2,1,2
8939,0,0,1,2,1,1,1
8940,1,0,2,3,2,1,2
8941,1,0,2,3,2,1,2
8942,1,0,1,2,1,1,1
8943,1,0,2,3,2,1,2
8944,1,0,1,2,1,1,1
8945,1,0,2,3,2,1,2
8946,1,0,1,2,1,1,1
8947,1,0,2,3,2,1,2
8948,1,0,3,1,2,1,2
8949,1,0,3,1,2,1,2
8950,1,0,2,3,2,1,2
8951,1,0,3,1,2,1,2
8952,1,0,1,2,1,1,1
8953,1,0,1,2,1,1,1
8954,1,0,1,2,1,1,1
8955,1,0,2,3,1,0,1
8956,1,0,2,3,2,1,2
8957,1,0,2,3,2,1,2
8958,1,0,2,3,1,1,1
8959,1,0,3,1,2,1,2
8960,0,0,4,6,0,0,1
8961,1,0,2,3,2,1,2
8962,0,0,1,2,2,2,1
8963,1,0,1,2,1,1,1
8964,1,0,2,3,1,2,1
8965,1,0,2,3,2,1,2
8966,1,0,3,1,2,1,1
8967,1,0,3,1,2,1,2
8968,1,0,2,3,2,1,2
8969,1,0,1,2,1,1,1
8970,1,0,2,3,2,1,2
8971,0,0,1,2,1,1,1
8972,1,0,2,3,2,1,2
8973,1,0,1,2,1,1,1
8974,1,0,1,2,1,1,1
8975,1,0,3,1,2,1,2
8976,1,0,3,1,2,1,2
8977,1,0,3,1,2,1,2
8978,1,0,2,3,2,1,2
8979,1,0,2,3,2,1,2
8980,1,0,2,3,2,1,2
8981,1,0,2,3,2,1,2
8982,1,0,3,1,2,1,2
8983,1,0,1,2,1,2,1
8984,1,0,3,1,2,1,2
8985,1,0,1,2,2,2,1
8986,1,0,1,2,1,2,1
8987,1,0,1,2,1,1,1
8988,1,0,2,3,2,1,2
8989,1,0,3,1,2,1,2
8990,1,0,2,3,1,2,1
8991,0,0,4,3,2,1,1
8992,1,0,3,1,1,1,1
8993,1,0,2,3,1,2,1
8994,1,0,2,3,2,1,2
8995,1,0,3,1,2,1,2
8996,0,0,1,2,1,1,1
8997,0,0,4,6,0,0,1
8998,1,0,1,2,1,1,1
8999,1,0,1,2,1,2,1
9000,1,0,2,3,2,1,2
9001,1,0,1,2,1,2,1
9002,1,0,2,3,2,1,2
9003,1,0,3,1,2,1,2
9004,1,0,2,3,2,1,2
9005,1,0,2,3,2,1,2
9006,1,0,1,2,1,1,1
9007,1,0,3,1,2,1,2
9008,0,0,1,2,1,2,1
9009,1,0,3,1,2,1,2
9010,1,0,1,2,1,1,1
9011,1,0,3,1,2,1,2
9012,1,0,1,2,1,1,1
9013,1,0,2,3,2,1,2
9014,1,0,2,3,2,1,2
9015,0,0,2,3,1,1,1
9016,1,0,2,3,2,1,2
9017,1,0,2,3,2,1,2
9018,1,0,1,2,1,2,1
9019,1,0,2,3,2,1,2
9020,1,0,3,1,2,1,2
9021,1,0,3,1,2,1,2
9022,1,0,1,2,1,1,1
9023,1,0,2,3,1,1,1
